campaign,tool,lot,wafer,depth_nm,nonuniformity_pct,cd_error_nm,particle_defect,good,pressure_mtorr,reflected_power_w,flow_sccm,endpoint_s,vibration_mm_s,cycle_s,wear_index,truth_age,truth_fault
7,ETCH-01,6,1,496.2011527804637,1.3921981927239937,-0.00310998321423564,False,True,35.17749233887113,13.351336098682609,50.48762881575655,119.80591258463977,0.6656840836097933,165.0,1.2,0.10911099938131086,none
7,ETCH-01,6,2,493.2977302426391,1.5165522058722547,0.7649594413858622,False,True,35.103783099194075,6.781390066728331,49.94481807420487,119.4720871180648,0.6151346767994783,165.0,1.2,0.10911099938131086,none
7,ETCH-01,6,3,494.28531105272657,1.5076339989355263,0.16073435249437745,False,True,35.12398248487673,17.07737859312839,50.30456261036144,121.15726192943393,0.44628429595095653,165.0,1.2,0.10911099938131086,none
7,ETCH-01,6,4,501.84712139569575,1.1910056338843553,0.3647104458411758,False,True,34.96082765048595,6.262612366319653,50.319137854513116,119.04082648867805,0.6817055772198723,165.0,1.2,0.10911099938131086,none
7,ETCH-01,7,0,493.82675419887767,1.396018839438177,0.32076034991713376,False,True,35.149394746681445,12.608763143182616,49.928091772298984,120.29515554027067,0.5306416726443635,165.0,1.2,0.12790904194714064,none
7,ETCH-01,7,1,499.0117054227394,1.174562391863998,-0.566646690481379,False,True,35.21611271219642,8.608806479556051,49.908246267383,122.60877709702754,0.7263912347993575,165.0,1.2,0.12790904194714064,none
7,ETCH-01,7,2,497.2504967363453,1.7069001104310764,0.8303176134866216,False,True,34.92333012149702,16.368626750331966,49.91952399643806,120.77026316544215,0.824183698983826,165.0,1.2,0.12790904194714064,none
7,ETCH-01,7,3,504.0047947770932,1.534308888518841,0.11002070778415343,False,True,34.992059348774724,14.54958349961434,50.23202867596901,121.37946855288438,0.4225677849114572,165.0,1.2,0.12790904194714064,none
7,ETCH-01,7,4,498.39566982949054,1.4462711739761687,-0.07322880812429633,False,True,34.888968282121176,15.101535148066041,49.97839544000349,121.67667143593569,0.5908124330426725,165.0,1.2,0.12790904194714064,none
7,ETCH-01,8,0,491.02932133921206,1.4288314704188554,-0.32148412284471484,False,True,35.06427860803161,11.544626642680896,49.71453752391562,120.73211839713508,0.6383903687134805,165.0,1.2,0.1487989869734605,none
7,ETCH-01,8,1,491.9917181018545,1.29662186914193,0.3186115713843884,False,True,34.95281731587821,12.920603771989859,49.911088473019134,119.21267014427194,0.5382034908554267,165.0,1.2,0.1487989869734605,none
7,ETCH-01,8,2,491.6307402355939,1.4973337075712745,-0.16100463207408644,False,True,35.006383960813515,11.090173324931142,50.692330461656375,120.03992870235207,0.7084599058584731,165.0,1.2,0.1487989869734605,none
7,ETCH-01,8,3,492.8291348013095,1.4577490774886201,0.23055955889007373,False,True,34.949046544269535,12.792523767564434,49.774805938577444,121.24249213829452,0.6937799609993801,165.0,1.2,0.1487989869734605,none
7,ETCH-01,8,4,492.17998303167263,1.3673472041479648,0.672811631472959,False,True,35.16071520867068,8.80483717259148,50.00702875137914,121.27456412632796,0.564979032656212,165.0,1.2,0.1487989869734605,none
7,ETCH-01,9,0,495.7929547320692,1.4015490126381327,0.3890922378622937,False,True,34.92739707083163,14.46782420252981,49.931748119397255,121.59798462394444,0.6123164001115824,165.0,1.2,0.16981532106069208,none
7,ETCH-01,9,1,496.2075134293473,1.664252155207688,1.1158778664094324,False,True,34.95936530282849,10.023930601202133,49.5789510162237,120.86143464381846,0.8073618646259766,165.0,1.2,0.16981532106069208,none
7,ETCH-01,9,2,494.00307989401637,1.6085177655538514,0.43030998540438614,False,True,35.017374074875995,10.661406654694773,50.47343236436508,120.9568223321455,0.84157969498136,165.0,1.2,0.16981532106069208,none
7,ETCH-01,9,3,497.2268540391992,1.347481412792421,0.7459181655996854,False,True,34.854634607852695,13.84424065603579,50.13316402084412,120.25687082912104,0.7444684197564735,165.0,1.2,0.16981532106069208,none
7,ETCH-01,9,4,495.71318494699165,1.7059473313042313,0.2824146245388671,False,True,34.92442124228095,13.807965646840378,49.96410854797899,121.98368500303967,0.6822552823992755,165.0,1.2,0.16981532106069208,none
7,ETCH-01,10,0,485.7631483543547,1.625727978662228,0.3120578914604971,False,True,35.28398595741964,17.1746462350605,49.71397427351198,121.21092570568464,0.8176164078978285,165.0,1.2,0.18822583265119963,none
7,ETCH-01,10,1,496.3774460054979,1.5585323433433187,-0.07174675285269394,False,True,35.27852502778048,12.98845734721413,49.902639024036226,120.32317733764626,0.8565723043875954,165.0,1.2,0.18822583265119963,none
7,ETCH-01,10,2,499.2101854326155,1.641131513977894,-0.2013879990694294,False,True,34.93177873777134,13.724848957326206,50.5848379069775,120.52427599571166,0.7788647056510452,165.0,1.2,0.18822583265119963,none
7,ETCH-01,10,3,493.9142037315661,1.8776780338968213,0.2001068337401005,False,True,35.00514146782835,9.787132326493026,50.06449453682987,121.73786897250334,0.9195420875493977,165.0,1.2,0.18822583265119963,none
7,ETCH-01,10,4,501.61534200342516,1.6201737459007493,-0.6433879871326695,False,True,35.184908592426545,13.526022305775976,50.04956523680357,120.7663769852537,0.8116189186655576,165.0,1.2,0.18822583265119963,none
7,ETCH-01,11,0,495.5215271637678,1.4061256626872725,0.33610453972756155,False,True,34.91391827647218,13.649238857438176,49.99835518989143,121.96134527015388,0.5882908727013179,165.0,1.2,0.20582687494452934,none
7,ETCH-01,11,1,501.9069071026861,1.6994791212752565,0.8715948845856119,False,True,35.21309228335129,15.774485071122125,49.85310826527977,120.76944813795791,0.6041459610331286,165.0,1.2,0.20582687494452934,none
7,ETCH-01,11,2,492.7342230145693,1.5924652469516845,1.1394367259746203,False,True,35.202545868239255,10.807547487209211,50.287040797744794,119.85514106293147,0.6319294908145455,165.0,1.2,0.20582687494452934,none
7,ETCH-01,11,3,496.4058183593574,1.3755275275635928,0.27265846345906986,False,True,34.836134371158906,13.312256970907537,50.42316207447614,119.8961813861986,0.5941976083228556,165.0,1.2,0.20582687494452934,none
7,ETCH-01,11,4,491.5412487827964,1.492127957844971,1.0613556766804388,False,True,35.083667125995404,11.66320222150342,50.04013042943979,120.79754504054328,0.6131326437934355,165.0,1.2,0.20582687494452934,none
7,ETCH-01,12,0,494.4847125980887,1.40677513497564,0.8017421550576724,False,True,35.25108410777263,18.867806184372633,49.74241037799929,121.86157383608708,0.41042993372060554,165.0,1.2,0.22816427670476738,none
7,ETCH-01,12,1,489.88665286287676,1.4690020950871445,2.470290704195284,False,True,35.07498527063051,13.811089485606342,50.19264884502062,120.11365228497625,0.8617890919196155,165.0,1.2,0.22816427670476738,none
7,ETCH-01,12,2,489.86286783388493,1.3449528823728227,0.4197766730283293,False,True,34.857021854002525,17.641556904991294,49.97466711603258,120.8549921543887,0.5715333391920226,165.0,1.2,0.22816427670476738,none
7,ETCH-01,12,3,495.4694751855901,1.7168214481140043,1.5084444520078977,False,True,34.99038809640727,14.516749842437967,49.327445815054965,121.88312877838511,0.6976576432815326,165.0,1.2,0.22816427670476738,none
7,ETCH-01,12,4,494.67315867843826,1.5805578166091463,0.6697340504003271,False,True,35.15983710802584,13.727653127755808,49.661976531539665,121.46353632243247,0.5701429448062686,165.0,1.2,0.22816427670476738,none
7,ETCH-01,13,0,499.84720520937486,1.3360761263333945,0.6603601350903592,False,True,35.061120381365015,12.707786833558472,50.10275551639478,123.02663856482003,0.8277150132619028,165.0,1.2,0.24691091070657276,none
7,ETCH-01,13,1,491.58993040257656,1.7238739478053078,0.36111858873457614,False,True,35.1453461609562,14.465078420284335,50.0498419864892,120.58879603998562,0.5922963684460842,165.0,1.2,0.24691091070657276,none
7,ETCH-01,13,2,489.5631016759819,1.6549587230097595,-0.46584481490084517,False,True,35.0005323987827,19.009230933610972,50.25627130617599,119.99922825691144,0.8036682371315855,165.0,1.2,0.24691091070657276,none
7,ETCH-01,13,3,492.7371576893869,1.413195043602874,0.7118433865957847,False,True,34.853640748778474,17.23844268659608,50.25774020416622,122.33725885272884,0.7863337291710882,165.0,1.2,0.24691091070657276,none
7,ETCH-01,13,4,495.58597114709335,1.4899722423493889,0.31727254483928835,False,True,35.00312687710718,9.317163650641428,49.8210557887838,120.27825213583051,0.8830174160027253,165.0,1.2,0.24691091070657276,none
7,ETCH-01,14,0,493.14065138783087,1.503777168785024,0.5923630523100649,False,True,34.891865545778536,14.015706060184012,50.876198517705326,122.10144047392389,0.8704393811448771,165.0,1.2,0.2628044005170267,none
7,ETCH-01,14,1,493.55115827641066,1.8692363220401886,0.7469031940582213,False,True,34.784211117458305,13.861848344223057,49.891599693958774,120.13809529084254,0.671232185480564,165.0,1.2,0.2628044005170267,none
7,ETCH-01,14,2,493.7784799419313,1.5038859714073014,1.4042656669815448,False,True,34.996121927164154,14.999959360918076,49.966322849268536,120.41977231431756,0.8846086120042165,165.0,1.2,0.2628044005170267,none
7,ETCH-01,14,3,492.31215570733553,1.672942996485908,1.2625802625990143,False,True,34.58764076768427,16.465842160322808,49.87769558890377,121.79361940008296,0.7790877206286532,165.0,1.2,0.2628044005170267,none
7,ETCH-01,14,4,491.4606850791843,1.492604952334196,1.0410156856525272,False,True,34.70690005833829,16.887284889796483,49.65310094342072,121.57528183275649,0.7786956786750157,165.0,1.2,0.2628044005170267,none
7,ETCH-01,15,0,500.4129411757891,1.7154812941950763,1.6943616371034103,False,True,34.98441023028152,10.171748372111871,49.8483104209848,121.5619955759299,0.8243492224149996,165.0,1.2,0.27893587006414244,none
7,ETCH-01,15,1,488.30232204368974,1.6780842037900778,1.4894096670961607,False,True,35.13091532806529,17.168068850878907,50.17198731054559,121.30781426273758,0.9113312990938822,165.0,1.2,0.27893587006414244,none
7,ETCH-01,15,2,497.47672223116564,1.5681496637197874,0.2577315538218968,False,True,34.932705089934466,11.846924681197844,49.881561010560574,120.43819060130261,0.7629632004952512,165.0,1.2,0.27893587006414244,none
7,ETCH-01,15,3,492.7012756948353,1.715134539407153,0.2345782776821777,False,True,34.807887767760484,14.271293422500055,50.19259510490251,121.68699508286795,0.6053617420107755,165.0,1.2,0.27893587006414244,none
7,ETCH-01,15,4,494.5119056047413,1.5476734412764228,-0.02157298945329922,False,True,34.88600050867259,17.079328014960456,50.00108250868516,120.11066755288846,0.6380993813274514,165.0,1.2,0.27893587006414244,none
7,ETCH-01,16,0,496.54640102371906,1.649757389725048,1.4451978508431034,False,True,35.08399155412701,18.44425171885595,49.522104152971686,120.9089883420378,0.7845150489546844,165.0,1.2,0.2949099936535835,none
7,ETCH-01,16,1,496.3050756775795,1.5886637137497692,0.8332142885253585,False,True,35.04037148604527,18.09081042157376,49.68203528959284,121.37390372545369,0.9542749153039565,165.0,1.2,0.2949099936535835,none
7,ETCH-01,16,2,491.26654819617835,1.4105444474246769,-0.0912292247408556,False,True,34.91374839004406,17.27554658679478,49.871154093956115,122.41504089308458,0.6673898304290039,165.0,1.2,0.2949099936535835,none
7,ETCH-01,16,3,488.14149300550207,1.4450855933413178,0.9213944237053422,False,True,34.85562961622682,13.49388332250328,50.01015398607535,121.49187549385051,0.6970235806878958,165.0,1.2,0.2949099936535835,none
7,ETCH-01,16,4,492.337242881742,1.64070241453442,1.1332213082697726,False,True,35.07951235165124,22.740930102264777,50.22076545198449,121.36231680325294,1.1836713438517703,165.0,1.2,0.2949099936535835,none
7,ETCH-01,17,0,500.0121326808762,1.6630804913962132,1.5872125350116026,False,True,35.07208052390689,18.105876413389392,50.126807428143984,120.56864092120583,0.8564876897497687,165.0,1.2,0.3108785149950317,none
7,ETCH-01,17,1,491.7517018063623,1.4036053044085581,0.31223151683454425,False,True,35.03330731580713,19.736273084944756,49.89432420985801,120.96590654589093,0.6575927063330276,165.0,1.2,0.3108785149950317,none
7,ETCH-01,17,2,492.83370535360206,1.655266610913152,1.0140278168725256,False,True,35.10067781817315,18.112718790873704,49.7240311197712,120.46127282691486,0.7827731164578322,165.0,1.2,0.3108785149950317,none
7,ETCH-01,17,3,493.8054752953122,1.3024386625598265,2.0534865415896393,False,True,34.94002121308756,14.488489458380318,50.305967208742,122.2965279685374,0.700848362711527,165.0,1.2,0.3108785149950317,none
7,ETCH-01,17,4,491.8519211401517,1.617719323469769,0.32173527105435723,False,True,34.74714752514453,21.84102260872579,49.44673917104601,123.11964371993926,0.7505331149291857,165.0,1.2,0.3108785149950317,none
7,ETCH-01,18,0,491.9065733896025,1.2981845679441821,0.8231465725283141,False,True,35.17480260045975,18.27548301755436,49.945641760011256,122.90869471210058,0.808882345899267,165.0,1.2,0.32576371428901413,none
7,ETCH-01,18,1,491.4664288436391,1.440743475275722,1.9277384457932394,False,True,34.98359533044112,17.26523240546931,50.272664903594,121.4086525296913,0.997933969405615,165.0,1.2,0.32576371428901413,none
7,ETCH-01,18,2,499.0267618562673,1.5668226150098639,1.171315331416414,False,True,34.92526540707249,17.914507589829437,49.99115816669876,121.97373119632282,0.8861302880510491,165.0,1.2,0.32576371428901413,none
7,ETCH-01,18,3,492.9205056948351,1.478435714659858,-0.07263318441813182,False,True,35.15575738021747,22.572265118485205,49.91622036145434,122.20221774934402,0.7583491790125997,165.0,1.2,0.32576371428901413,none
7,ETCH-01,18,4,493.56879283295933,1.8536851891719752,0.4028289001180247,False,True,34.85168735129615,17.23684581802907,50.06645553944482,121.7067433964016,1.0278743794310858,165.0,1.2,0.32576371428901413,none
7,ETCH-01,19,0,494.293455357966,1.5541422678626755,-0.33302959924579345,False,True,34.63573887219489,21.58128358925773,49.88553548922444,121.2433963507963,1.0367526786175199,165.0,1.2,0.3431411583174742,none
7,ETCH-01,19,1,490.60939680606316,1.892702297919116,-0.10769817859684161,True,False,35.0530555656522,18.899064577786653,50.180762166495484,122.84612960401124,0.9239551129834075,165.0,1.2,0.3431411583174742,none
7,ETCH-01,19,2,500.68086781573635,1.787895988896311,0.3826503009098176,False,True,34.886607521230886,16.568806502365025,49.86867190274056,125.08846208585177,0.9155939073178534,165.0,1.2,0.3431411583174742,none
7,ETCH-01,19,3,493.88120942201334,1.3625111552881493,1.168515935576966,False,True,34.86621950757498,17.48087571311028,49.527439290711335,121.81426924102698,0.8710365661508752,165.0,1.2,0.3431411583174742,none
7,ETCH-01,19,4,485.15935350510176,1.6531052987122083,1.9488507384647111,False,True,35.01450241240008,19.33619168228524,50.02158163343429,122.11897121466959,0.7814465672657123,165.0,1.2,0.3431411583174742,none
7,ETCH-01,20,0,489.2613978824428,1.5371025767755646,1.190831324280257,False,True,34.897840675605416,19.435745667089513,49.567369021747744,121.04101606990804,0.9885331475860564,165.0,1.2,0.35622136283324957,none
7,ETCH-01,20,1,494.0842140987146,1.6937953985128762,1.3192753651825488,False,True,35.08991545005887,19.843167473129466,50.346686127052806,122.11210087169387,0.876217550562898,165.0,1.2,0.35622136283324957,none
7,ETCH-01,20,2,490.0467872543974,1.640903985796052,1.0290371795376683,False,True,35.18500156885553,17.700798934637657,49.45106712546698,121.80099605734705,0.830823752866221,165.0,1.2,0.35622136283324957,none
7,ETCH-01,20,3,489.4292761234054,1.582164476373261,1.6049330793661056,False,True,35.01543200294639,19.25531159432012,49.72101063089368,120.3731750165325,0.8380783783877632,165.0,1.2,0.35622136283324957,none
7,ETCH-01,20,4,487.7118146262032,1.497152915936676,0.99168506903608,False,True,34.905851636624035,20.06660471850179,50.23011110906364,120.9812937574092,0.8345576266533639,165.0,1.2,0.35622136283324957,none
7,ETCH-01,21,0,489.8574260543339,1.7349405091398815,1.2170632794015555,False,True,34.87420466795228,23.69619883921789,50.127582745724865,123.32853282381272,0.9156873000429131,165.0,1.2,0.37335741464592337,none
7,ETCH-01,21,1,495.3348087485716,1.5951200980426854,1.575128557474837,False,True,34.756920277185266,21.144415107080174,49.716013398027975,122.90196611647518,1.0575640366329397,165.0,1.2,0.37335741464592337,none
7,ETCH-01,21,2,487.35565499871564,1.6505968374175135,1.2339877744903962,False,True,34.67372344737685,23.833210538938417,49.275393726362246,122.26212458918799,1.054073452596482,165.0,1.2,0.37335741464592337,none
7,ETCH-01,21,3,495.12420278393614,1.8274088856313893,1.643821853858823,False,True,35.09539649226446,17.60098035294533,50.54418771736564,120.52321182389349,0.8831780405345756,165.0,1.2,0.37335741464592337,none
7,ETCH-01,21,4,487.70900712402954,1.5914678697887545,0.4451177038068164,False,True,35.15885278662867,18.636521678916477,50.15276709399777,120.14465989563595,0.8934130816366908,165.0,1.2,0.37335741464592337,none
7,ETCH-01,22,0,492.6498536615302,1.5820251587187246,0.28801507024785655,False,True,34.89331833365838,21.50776588342803,49.46136819737593,121.5421209687488,1.1902944038213077,165.0,1.2,0.3967334437230011,none
7,ETCH-01,22,1,486.67702691671116,1.658607286916924,0.8203805972040313,False,True,35.09130218536421,20.508023768274576,50.046822011388976,122.79779334511358,0.9747486792009346,165.0,1.2,0.3967334437230011,none
7,ETCH-01,22,2,484.53063626620104,1.5444662119418608,0.572601692925645,False,True,34.93766677543639,21.629469976341856,49.90876296358288,122.40177065158653,1.0552310210379166,165.0,1.2,0.3967334437230011,none
7,ETCH-01,22,3,487.63595360711395,1.6056225447967083,1.537318785576776,True,False,35.120571994197654,20.523638820910033,49.97313108507598,120.84883061009639,0.8678774120436926,165.0,1.2,0.3967334437230011,none
7,ETCH-01,22,4,495.541105814873,1.6183413377738207,1.1935035237330438,False,True,35.056679239925366,22.724249051684513,50.20707094143926,123.42028930745276,0.9345881410369197,165.0,1.2,0.3967334437230011,none
7,ETCH-01,23,0,488.26014455934137,1.6409954039630323,1.2920857522713862,False,True,34.93659699411685,18.761631390704217,49.45002365691301,122.97123186514537,0.996940790632315,165.0,1.2,0.41790879636517547,none
7,ETCH-01,23,1,490.99350815214274,1.557808671415387,0.30630042462128126,False,True,34.734484939378206,21.9328620085773,50.326192600671924,122.30851721410102,0.932807628242212,165.0,1.2,0.41790879636517547,none
7,ETCH-01,23,2,492.4959748541914,1.475467956520904,1.454699535533271,False,True,34.72493988192942,22.64795384285707,49.96381612162567,122.66380155123429,0.8463874298026961,165.0,1.2,0.41790879636517547,none
7,ETCH-01,23,3,487.4421246133797,1.7268003755002226,0.7399954946991025,False,True,34.88681394318128,21.044365748685742,50.444542243592714,125.38767993596898,0.8923418290324328,165.0,1.2,0.41790879636517547,none
7,ETCH-01,23,4,487.86547990086166,1.9541889806662702,0.878409008138842,False,True,34.91635869038688,16.09383145816558,50.13069031581846,121.57387873088521,1.0920427713108325,165.0,1.2,0.41790879636517547,none
7,ETCH-01,24,0,489.51422122096426,1.8837783422506476,1.7335272434567763,False,True,34.763740453362395,23.601482351071798,50.684880316469496,122.64809655476763,1.0631447893453785,165.0,1.2,0.4424104166022601,none
7,ETCH-01,24,1,491.2595149382915,1.7018617554603208,1.7837175651976747,False,True,34.929792683960315,18.469757779188626,49.79589642879666,123.6790930206927,1.0297335607455376,165.0,1.2,0.4424104166022601,none
7,ETCH-01,24,2,492.0392604889032,1.6447294058423136,0.42344495246674174,False,True,35.021055642495504,18.36412631084965,49.9107463858947,124.33051351956325,1.1548645399746735,165.0,1.2,0.4424104166022601,none
7,ETCH-01,24,3,484.96288241372645,1.7705867671876636,1.4056530334871429,False,True,34.966184801887735,21.350184933660785,49.76589499687488,123.97773041271948,0.9719494715060709,165.0,1.2,0.4424104166022601,none
7,ETCH-01,24,4,486.2096998581659,1.852294470508592,0.7702773034995395,False,True,35.105114563604104,18.84735464794647,49.70593921485914,122.62168902213504,1.0576878194963313,165.0,1.2,0.4424104166022601,none
7,ETCH-01,25,0,490.6978515315982,1.6546289928928395,0.7269176859972271,False,True,35.14615555741878,23.389737226158093,49.9157245240592,123.81530550812028,0.9126496268275444,165.0,1.2,0.4662259080039703,none
7,ETCH-01,25,1,485.7093568409241,1.784207235761579,-0.25170456875826663,False,True,35.15381639959334,21.5025540872268,49.92503698374346,122.06644215920319,1.0541903029611455,165.0,1.2,0.4662259080039703,none
7,ETCH-01,25,2,485.0331471839213,1.5374385893942677,1.242730036941128,False,True,35.06430751945574,23.160861049281294,50.208754099148784,123.02723470037601,1.004280301214285,165.0,1.2,0.4662259080039703,none
7,ETCH-01,25,3,492.97390577487386,1.7653015284206584,0.5280410750687483,False,True,35.03959842702222,23.130220167447764,50.22382149361356,124.69455765980112,1.167671491900079,165.0,1.2,0.4662259080039703,none
7,ETCH-01,25,4,491.13218588152495,1.5308563538495745,1.0840691497192563,False,True,34.79410400225912,29.798631989218286,49.64632297518099,121.63276174699087,1.0360191261593221,165.0,1.2,0.4662259080039703,none
7,ETCH-01,26,0,487.97286614819177,1.8209207369149163,1.0438867372690825,False,True,35.26304032659628,24.04534803111433,49.57357698058005,122.7293639642435,1.0463351600352688,165.0,1.2,0.48584031330906147,none
7,ETCH-01,26,1,490.51599949522097,1.802891121977833,1.1267454730780755,False,True,35.283036508210834,23.18082186990513,50.32671090934289,122.62322786973553,0.980690812834355,165.0,1.2,0.48584031330906147,none
7,ETCH-01,26,2,488.0987254870359,1.6795916040273609,1.561247548402022,False,True,35.049369287162264,26.239786715474846,49.84284257834818,121.52186730598261,1.2762510461378191,165.0,1.2,0.48584031330906147,none
7,ETCH-01,26,3,487.87949311743324,1.5864623277819516,0.3858188555522587,False,True,35.008695084194045,21.716270480970053,50.04682493984599,123.3586826860613,1.080648359765484,165.0,1.2,0.48584031330906147,none
