subgroup,xbar,range,ewma,xbar_lcl,xbar_ucl,r_lcl,r_ucl,ewma_lcl,ewma_ucl,cusum_plus,cusum_minus,cusum_h,xbar_alarm,r_alarm,ewma_alarm,cusum_alarm,lot,scenario
34,498.5125983889985,4.425638201710285,499.11682860600223,495.18222462381755,504.62580124141436,0.0,17.29958489566703,498.330624579641,501.47740128559093,0.0,2.0881906876847247,5.0,False,False,False,False,33,stable
35,498.7147079125049,9.003765833918749,499.03640446730276,495.18222462381755,504.62580124141436,0.0,17.29958489566703,498.33062450682485,501.47740135840706,0.0,2.3440783647297296,5.0,False,False,False,False,34,stable
36,501.4455240335542,10.978984791421965,499.51822838055307,495.18222462381755,504.62580124141436,0.0,17.29958489566703,498.3306244602225,501.4774014050094,0.47973961727535974,0.86433874745437,5.0,False,False,False,False,35,stable
37,501.58774216725016,12.76958258639587,499.9321311378925,495.18222462381755,504.62580124141436,0.0,17.29958489566703,498.33062443039705,501.47740143483486,1.0498689435784985,0.0,5.0,False,False,False,False,36,stable
38,497.59429157754374,5.16374566311265,499.46456322582276,495.18222462381755,504.62580124141436,0.0,17.29958489566703,498.33062441130875,501.47740145392316,0.0,0.9679917095983617,5.0,False,False,False,False,37,stable
39,499.60359152826294,14.55279118967519,499.4923688863108,495.18222462381755,504.62580124141436,0.0,17.29958489566703,498.3306243990922,501.4774014661397,0.0,0.6589308157410321,5.0,False,False,False,False,38,stable
40,499.44765183024583,6.397438539140865,499.4834254750979,495.18222462381755,504.62580124141436,0.0,17.29958489566703,498.33062439127366,501.47740147395825,0.0,0.44898065806998533,5.0,False,False,False,False,39,stable
41,498.6926012523985,4.605148834107183,499.32526063055803,495.18222462381755,504.62580124141436,0.0,17.29958489566703,498.33062438626973,501.4774014789622,0.0,0.7189186852543257,5.0,False,False,False,False,40,stable
42,499.63046995197845,6.150319346969468,499.38630249484214,495.18222462381755,504.62580124141436,0.0,17.29958489566703,498.33062438306723,501.4774014821647,0.0,0.3927746471056728,5.0,False,False,False,False,41,stable
43,498.1508331749484,8.591343430958602,499.13920863086344,495.18222462381755,504.62580124141436,0.0,17.29958489566703,498.3306243810177,501.4774014842142,0.0,1.0070447057167853,5.0,False,False,False,False,42,stable
44,499.2303328252685,3.8132515245890772,499.1574334697445,495.18222462381755,504.62580124141436,0.0,17.29958489566703,498.3306243797059,501.477401485526,0.0,0.9352161863742494,5.0,False,False,False,False,43,stable
45,501.99502967176505,8.829865036322815,499.7249527101486,495.18222462381755,504.62580124141436,0.0,17.29958489566703,498.3306243788664,501.4774014863655,0.8289894172564829,0.0,5.0,False,False,False,False,44,stable
46,500.476390065397,5.245531709236957,499.8752401811983,495.18222462381755,504.62580124141436,0.0,17.29958489566703,498.3306243783291,501.4774014869028,0.6927756739151449,0.0,5.0,False,False,False,False,45,stable
47,499.83160352384687,6.2134681232391245,499.86651284972805,495.18222462381755,504.62580124141436,0.0,17.29958489566703,498.33062437798526,501.47740148724665,0.1467543598997061,0.0,5.0,False,False,False,False,46,stable
48,499.6332522340214,11.972508269938032,499.81986072658674,495.18222462381755,504.62580124141436,0.0,17.29958489566703,498.33062437776516,501.47740148746675,0.0,0.0,5.0,False,False,False,False,47,stable
49,499.12826921730965,6.642404236178834,499.68154242473133,495.18222462381755,504.62580124141436,0.0,17.29958489566703,498.33062437762436,501.47740148760755,0.0,0.0,5.0,False,False,False,False,48,stable
50,498.66123942488684,6.3337802067587745,499.47748182476244,495.18222462381755,504.62580124141436,0.0,17.29958489566703,498.3306243775342,501.4774014876977,0.0,0.2898706925181338,5.0,False,False,False,False,49,stable
51,503.8683675873752,9.192656249156585,500.35565897728503,495.18222462381755,504.62580124141436,0.0,17.29958489566703,498.3306243774765,501.4774014877554,2.019628505972869,0.0,5.0,False,False,False,False,50,stable
52,501.1171022774317,9.176965527082302,500.5079476373144,495.18222462381755,504.62580124141436,0.0,17.29958489566703,498.33062437743956,501.47740148779235,2.2906328079770475,0.0,5.0,False,False,False,False,51,stable
53,500.20402888037944,3.8385059624449696,500.4471638859274,495.18222462381755,504.62580124141436,0.0,17.29958489566703,498.330624377416,501.47740148781594,1.9813142177050707,0.0,5.0,False,False,False,False,52,stable
54,501.7506694022407,14.39745760598322,500.7078649891901,495.18222462381755,504.62580124141436,0.0,17.29958489566703,498.33062437740085,501.47740148783106,2.6549953554458403,0.0,5.0,False,False,False,False,53,stable
55,499.15282062983067,9.142185139906758,500.39685611731824,495.18222462381755,504.62580124141436,0.0,17.29958489566703,498.33062437739113,501.4774014878408,1.6775593779928704,0.0,5.0,False,False,False,False,54,stable
56,500.6000556709044,7.435863381298361,500.4374960280355,495.18222462381755,504.62580124141436,0.0,17.29958489566703,498.33062437738494,501.477401487847,1.6199438964066193,0.0,5.0,False,False,False,False,55,stable
57,499.62362351584795,11.63903061644237,500.27472152559807,495.18222462381755,504.62580124141436,0.0,17.29958489566703,498.330624377381,501.4774014878509,0.9417365388954448,0.0,5.0,False,False,False,False,56,stable
58,499.1549982407495,5.599564921640535,500.05077686862836,495.18222462381755,504.62580124141436,0.0,17.29958489566703,498.33062437737846,501.47740148785346,0.0,0.0,5.0,False,False,False,False,57,stable
59,503.63263587861474,8.165609475183999,500.76714867062566,495.18222462381755,504.62580124141436,0.0,17.29958489566703,498.3306243773768,501.4774014878551,1.8698042886966757,0.0,5.0,False,False,False,False,58,stable
60,500.528362341072,12.897606610451646,500.719391404715,495.18222462381755,504.62580124141436,0.0,17.29958489566703,498.3306243773758,501.4774014878561,1.7666226120383133,0.0,5.0,False,False,False,False,59,stable
61,500.21426970529865,6.119155556349483,500.6183670648317,495.18222462381755,504.62580124141436,0.0,17.29958489566703,498.3306243773751,501.4774014878568,1.4638127922064728,0.0,5.0,False,False,False,False,60,stable
62,500.4961334258213,8.871706895181319,500.59392033702966,495.18222462381755,504.62580124141436,0.0,17.29958489566703,498.3306243773747,501.4774014878572,1.3401473544686728,0.0,5.0,False,False,False,False,61,stable
63,500.65562681364383,6.943312238518217,500.6062616323525,495.18222462381755,504.62580124141436,0.0,17.29958489566703,498.3306243773744,501.4774014878575,1.3178512747900395,0.0,5.0,False,False,False,False,62,stable
64,498.50008891880395,12.856637402469573,500.18502708964286,495.18222462381755,504.62580124141436,0.0,17.29958489566703,498.33062437737425,501.47740148785766,0.0,0.39229326674240306,5.0,False,False,False,False,63,stable
65,500.8075634658059,6.599439768749221,500.3095343648755,495.18222462381755,504.62580124141436,0.0,17.29958489566703,498.33062437737414,501.4774014878578,0.07427043700020974,0.0,5.0,False,False,False,False,64,stable
66,500.6330067633645,7.1081751517668295,500.3742288445733,495.18222462381755,504.62580124141436,0.0,17.29958489566703,498.3306243773741,501.47740148785783,0.037597711321472715,0.0,5.0,False,False,False,False,65,stable
67,502.11788222513206,14.22640638616349,500.72295952068504,495.18222462381755,504.62580124141436,0.0,17.29958489566703,498.330624377374,501.4774014878579,0.9446686380421672,0.0,5.0,False,False,False,False,66,stable
68,499.46901382247125,5.9885069324728875,500.4721703810423,495.18222462381755,504.62580124141436,0.0,17.29958489566703,498.330624377374,501.4774014878579,0.1681958566078362,0.0,5.0,False,False,False,False,67,stable
69,500.97562135487607,13.81871713288956,500.5728605758091,495.18222462381755,504.62580124141436,0.0,17.29958489566703,498.33062437737397,501.47740148785795,0.3492789995415181,0.0,5.0,False,False,False,False,68,stable
70,500.8014240002667,7.590768972854221,500.6185732607006,495.18222462381755,504.62580124141436,0.0,17.29958489566703,498.33062437737397,501.47740148785795,0.41964737082582326,0.0,5.0,False,False,False,False,69,stable
71,501.43731056906273,8.54210597101951,500.782320722373,495.18222462381755,504.62580124141436,0.0,17.29958489566703,498.33062437737397,501.47740148785795,0.8941667489783693,0.0,5.0,False,False,False,False,70,stable
72,497.2477435670946,7.760313019483249,500.07540529131734,495.18222462381755,504.62580124141436,0.0,17.29958489566703,498.33062437737397,501.47740148785795,0.0,1.1882475448747694,5.0,False,False,False,False,71,stable
73,500.2789316895364,3.7585094064288,500.1161105709612,495.18222462381755,504.62580124141436,0.0,17.29958489566703,498.33062437737397,501.47740148785795,0.0,0.4499600883711866,5.0,False,False,False,False,72,stable
74,499.9712898326484,10.751932431924388,500.0871464232987,495.18222462381755,504.62580124141436,0.0,17.29958489566703,498.33062437737397,501.47740148785795,0.0,0.0,5.0,False,False,False,False,73,stable
75,502.1745994941877,8.048005514134445,500.5046370374765,495.18222462381755,504.62580124141436,0.0,17.29958489566703,498.33062437737397,501.47740148785795,0.9431187731771058,0.0,5.0,False,False,False,False,74,stable
76,498.2754150828943,8.443481655396852,500.0587926465601,495.18222462381755,504.62580124141436,0.0,17.29958489566703,498.33062437737397,501.47740148785795,0.0,0.5350894216788951,5.0,False,False,False,False,75,stable
77,501.3590290309092,11.756601241273586,500.31883992343,495.18222462381755,504.62580124141436,0.0,17.29958489566703,498.33062437737397,501.47740148785795,0.42476590950506865,0.0,5.0,False,False,False,False,76,stable
78,498.89753574434235,8.316028382609431,500.03457908761254,495.18222462381755,504.62580124141436,0.0,17.29958489566703,498.33062437737397,501.47740148785795,0.0,0.13968762510719834,5.0,False,False,False,False,77,stable
79,500.6422592116971,11.857529046583352,500.15611511242946,495.18222462381755,504.62580124141436,0.0,17.29958489566703,498.33062437737397,501.47740148785795,0.0,0.0,5.0,False,False,False,False,78,stable
80,498.53277146844385,9.805564944713979,499.8314463836324,495.18222462381755,504.62580124141436,0.0,17.29958489566703,498.33062437737397,501.47740148785795,0.0,0.3715211888402131,5.0,False,False,False,False,79,stable
81,498.1024160146858,13.566835623179202,499.4856403098431,495.18222462381755,504.62580124141436,0.0,17.29958489566703,498.33062437737397,501.47740148785795,0.0,1.016563786187096,5.0,False,False,False,False,80,stable
82,499.73219233294833,7.060544965891211,499.5349507144642,495.18222462381755,504.62580124141436,0.0,17.29958489566703,498.33062437737397,501.47740148785795,0.0,0.6257679615290208,5.0,False,False,False,False,81,stable
83,501.91407616737905,6.513323955054943,500.01077580504716,495.18222462381755,504.62580124141436,0.0,17.29958489566703,498.33062437737397,501.47740148785795,0.7775377245920791,0.0,5.0,False,False,False,False,82,stable
84,500.51067168420104,4.037506386682537,500.11075498087797,495.18222462381755,504.62580124141436,0.0,17.29958489566703,498.33062437737397,501.47740148785795,0.6631123810009498,0.0,5.0,False,False,False,False,83,stable
85,498.13161518654914,11.668562416738666,499.7149270220122,495.18222462381755,504.62580124141436,0.0,17.29958489566703,498.33062437737397,501.47740148785795,0.0,0.6264844530372193,5.0,False,False,False,False,84,stable
86,499.8847866282305,9.69130079986644,499.7488989432559,495.18222462381755,504.62580124141436,0.0,17.29958489566703,498.33062437737397,501.47740148785795,0.0,0.13870413286228733,5.0,False,False,False,False,85,stable
87,500.51924044935976,9.811948518016038,499.9029672444767,495.18222462381755,504.62580124141436,0.0,17.29958489566703,498.33062437737397,501.47740148785795,0.0,0.0,5.0,False,False,False,False,86,stable
88,499.20831578503703,10.057258259350192,499.7640369525888,495.18222462381755,504.62580124141436,0.0,17.29958489566703,498.33062437737397,501.47740148785795,0.0,0.0,5.0,False,False,False,False,87,stable
89,501.07852645872407,7.824430508532259,500.0269348538159,495.18222462381755,504.62580124141436,0.0,17.29958489566703,498.33062437737397,501.47740148785795,0.2464866337021614,0.0,5.0,False,False,False,False,88,stable
90,498.30926002763243,14.528948007875158,499.68339988857923,495.18222462381755,504.62580124141436,0.0,17.29958489566703,498.33062437737397,501.47740148785795,0.0,0.5135785592632758,5.0,False,False,False,False,89,stable
91,500.4864166213477,4.132143756151095,499.84400323513296,495.18222462381755,504.62580124141436,0.0,17.29958489566703,498.33062437737397,501.47740148785795,0.0,0.0,5.0,False,False,False,False,90,stable
92,502.14820523124683,12.638707817528825,500.30484363435573,495.18222462381755,504.62580124141436,0.0,17.29958489566703,498.33062437737397,501.47740148785795,0.9263433473911917,0.0,5.0,False,False,False,False,91,stable
93,501.47748696387373,7.1750143462560345,500.53937230025934,495.18222462381755,504.62580124141436,0.0,17.29958489566703,498.33062437737397,501.47740148785795,1.4263976734605408,0.0,5.0,False,False,False,False,92,stable
94,500.138717441988,3.450888183796337,500.4592413286051,495.18222462381755,504.62580124141436,0.0,17.29958489566703,498.33062437737397,501.47740148785795,1.0755690326839602,0.0,5.0,False,False,False,False,93,stable
95,497.98350732730523,6.23042658065458,499.9640945283452,495.18222462381755,504.62580124141436,0.0,17.29958489566703,498.33062437737397,501.47740148785795,0.0,0.7206175003067328,5.0,False,False,False,False,94,stable
96,501.01111670589154,9.738879647977683,500.17349896385446,495.18222462381755,504.62580124141436,0.0,17.29958489566703,498.33062437737397,501.47740148785795,0.20364295557323076,0.0,5.0,False,False,False,False,95,stable
97,501.62566465194175,7.5005774269845915,500.4639321014719,495.18222462381755,504.62580124141436,0.0,17.29958489566703,498.33062437737397,501.47740148785795,0.7978747100815617,0.0,5.0,False,False,False,False,96,stable
98,498.5290464069685,8.21747152017332,500.0769549625713,495.18222462381755,504.62580124141436,0.0,17.29958489566703,498.33062437737397,501.47740148785795,0.0,0.37388872956175045,5.0,False,False,False,False,97,stable
99,499.94054365788907,9.365751506049435,500.04967270163485,495.18222462381755,504.62580124141436,0.0,17.29958489566703,498.33062437737397,501.47740148785795,0.0,0.0,5.0,False,False,False,False,98,stable
100,500.56340499207,6.137418656715113,500.15241915972194,495.18222462381755,504.62580124141436,0.0,17.29958489566703,498.33062437737397,501.47740148785795,0.0,0.0,5.0,False,False,False,False,99,stable
1,498.6240094522016,5.82806475707406,499.64801223653313,495.18222462381755,504.62580124141436,0.0,17.29958489566703,498.9599797994708,500.84804606576114,0.0,0.313532980235422,5.0,False,False,False,False,0,wall_drift
2,502.33547635490834,9.540895716037141,500.18550506020824,495.18222462381755,504.62580124141436,0.0,17.29958489566703,498.6950606454596,501.1129652197723,1.045367426368745,0.0,5.0,False,False,False,False,1,wall_drift
3,498.06120281574675,5.164877525710324,499.760644611316,495.18222462381755,504.62580124141436,0.0,17.29958489566703,498.55249505949956,501.25553080573235,0.0,0.6712365078095743,5.0,False,False,False,False,2,wall_drift
4,498.43323277905347,7.580046476804398,499.49516224486354,495.18222462381755,504.62580124141436,0.0,17.29958489566703,498.46866526889755,501.33936059633436,0.0,1.1060215923090992,5.0,False,False,False,False,3,wall_drift
5,501.82924437927903,10.011102689651466,499.9619786717467,495.18222462381755,504.62580124141436,0.0,17.29958489566703,498.417493096707,501.3905327685249,0.7236211076080625,0.0,5.0,False,False,False,False,4,wall_drift
6,502.7484206796359,6.0649792826802695,500.51926707332456,495.18222462381755,504.62580124141436,0.0,17.29958489566703,498.3856477134054,501.42237815182654,2.031443935315382,0.0,5.0,False,False,False,False,5,wall_drift
7,499.68801007119,6.507198677775364,500.35301567289764,495.18222462381755,504.62580124141436,0.0,17.29958489566703,498.36561258245433,501.4424132827776,1.3941587995449918,0.0,5.0,False,False,False,False,6,wall_drift
8,501.5191898814643,2.9680318328378803,500.586250514611,495.18222462381755,504.62580124141436,0.0,17.29958489566703,498.3529259059158,501.4550999593161,1.92071828700732,0.0,5.0,False,False,False,False,7,wall_drift
9,500.20426368761963,4.63428426767598,500.50985314921274,495.18222462381755,504.62580124141436,0.0,17.29958489566703,498.3448606072512,501.46316525798073,1.6115489333872866,0.0,5.0,False,False,False,False,8,wall_drift
10,498.60037806744856,4.764682457017784,500.12795813285993,495.18222462381755,504.62580124141436,0.0,17.29958489566703,498.33972063907305,501.46830522615886,0.2829965323773027,0.32855240100998384,5.0,False,False,False,False,9,wall_drift
11,498.4378069645689,7.23243514799168,499.78992789920176,495.18222462381755,504.62580124141436,0.0,17.29958489566703,498.3364399041914,501.4715859610405,0.0,0.7604302662468645,5.0,False,False,False,False,10,wall_drift
12,498.40450559140265,7.211050969438816,499.51284343764195,495.18222462381755,504.62580124141436,0.0,17.29958489566703,498.3343438324167,501.4736820328152,0.0,1.2134735156193357,5.0,False,False,False,False,11,wall_drift
13,502.01174539794226,12.163601539944978,500.0126238297021,495.18222462381755,504.62580124141436,0.0,17.29958489566703,498.33300381414693,501.475022051085,0.8396134465984526,0.0,5.0,False,False,False,False,12,wall_drift
14,499.17080922858185,6.645037459479795,499.84426090947807,495.18222462381755,504.62580124141436,0.0,17.29958489566703,498.33214680196863,501.4758790632633,0.0,0.0,5.0,False,False,False,False,13,wall_drift
15,502.2272726824817,10.187397227703968,500.3208632640788,495.18222462381755,504.62580124141436,0.0,17.29958489566703,498.33159855930694,501.476427305925,0.9765963195330476,0.0,5.0,False,False,False,False,14,wall_drift
16,500.9358127643624,5.8595796577884585,500.4438531641356,495.18222462381755,504.62580124141436,0.0,17.29958489566703,498.33124778429766,501.47677808093425,1.1323782802628708,0.0,5.0,False,False,False,False,15,wall_drift
17,499.55731774415244,9.891619221147664,500.266546080139,495.18222462381755,504.62580124141436,0.0,17.29958489566703,498.3310233293428,501.4770025358891,0.4120289029215649,0.0,5.0,False,False,False,False,16,wall_drift
18,499.91521806455984,6.612652109850217,500.19628047702315,495.18222462381755,504.62580124141436,0.0,17.29958489566703,498.3308796949786,501.4771461702533,0.0,0.0,5.0,False,False,False,False,17,wall_drift
19,498.61148783816844,8.524900641955014,499.87932194925224,495.18222462381755,504.62580124141436,0.0,17.29958489566703,498.3307877758676,501.47723808936433,0.0,0.3214913538942732,5.0,False,False,False,False,18,wall_drift
20,498.5877002553242,10.338428798633743,499.6209976104667,495.18222462381755,504.62580124141436,0.0,17.29958489566703,498.3307289504549,501.477296914777,0.0,0.6581014035264792,5.0,False,False,False,False,19,wall_drift
21,501.411257507311,7.561212613498753,499.9790495898356,495.18222462381755,504.62580124141436,0.0,17.29958489566703,498.330691303345,501.4773345618869,0.45796080991781174,0.0,5.0,False,False,False,False,20,wall_drift
22,500.8436175598258,8.068260923046466,500.1519631838337,495.18222462381755,504.62580124141436,0.0,17.29958489566703,498.33066720966747,501.47735865556444,0.5551461803588316,0.0,5.0,False,False,False,False,21,wall_drift
23,501.8749614740318,6.366354866742029,500.49656284187336,495.18222462381755,504.62580124141436,0.0,17.29958489566703,498.3306517899075,501.4773740753244,1.3078237436023823,0.0,5.0,False,False,False,False,22,wall_drift
24,499.1284839262149,7.950334563999036,500.2229470587417,495.18222462381755,504.62580124141436,0.0,17.29958489566703,498.3306419213404,501.47738394389154,0.3149200652215881,0.0,5.0,False,False,False,False,23,wall_drift
25,499.3515168976022,7.819051084237458,500.04866102651386,495.18222462381755,504.62580124141436,0.0,17.29958489566703,498.33063560548993,501.477390259742,0.0,0.0,5.0,False,False,False,False,24,wall_drift
26,497.45454405309374,8.636963078048723,499.5298376318299,495.18222462381755,504.62580124141436,0.0,17.29958489566703,498.33063156335896,501.47739430187295,0.0,1.0568111712528965,5.0,False,False,False,False,25,wall_drift
27,498.8411706324209,2.6871315589221467,499.3921042319481,495.18222462381755,504.62580124141436,0.0,17.29958489566703,498.3306289764006,501.4773968888313,0.0,1.2323228219853182,5.0,False,False,False,False,26,wall_drift
28,503.35915526131737,7.043792340765322,500.185514437822,495.18222462381755,504.62580124141436,0.0,17.29958489566703,498.33062732074944,501.47739854448247,1.6959879631703334,0.0,5.0,False,False,False,False,27,wall_drift
29,500.5106196449904,4.729741783891825,500.2505354792557,495.18222462381755,504.62580124141436,0.0,17.29958489566703,498.3306262611336,501.4773996040983,1.581529544970611,0.0,5.0,False,False,False,False,28,wall_drift
30,500.6724464299952,7.409109696127416,500.33491766940364,495.18222462381755,504.62580124141436,0.0,17.29958489566703,498.3306255829799,501.477400282252,1.5699235242067529,0.0,5.0,False,False,False,False,29,wall_drift
31,497.67745230859236,6.810379348154015,499.8034245972414,495.18222462381755,504.62580124141436,0.0,17.29958489566703,498.33062514896164,501.47740071627027,0.0,0.9151371678695828,5.0,False,False,False,False,30,wall_drift
32,498.9866043392987,5.854351497030393,499.6400605456529,495.18222462381755,504.62580124141436,0.0,17.29958489566703,498.33062487119,501.4774009940419,0.0,0.9982153847923807,5.0,False,False,False,False,31,wall_drift
33,496.2083436061888,7.517601421053314,498.9537171577601,495.18222462381755,504.62580124141436,0.0,17.29958489566703,498.3306246934162,501.4774011718157,0.0,2.8470753114229677,5.0,False,False,False,False,32,wall_drift
34,497.31403723768943,4.425638201710285,498.62578117374596,495.18222462381755,504.62580124141436,0.0,17.29958489566703,498.330624579641,501.47740128559093,0.0,3.9931885275751906,5.0,False,False,False,False,33,wall_drift
35,497.21695566419146,9.003765833918749,498.3440160718351,495.18222462381755,504.62580124141436,0.0,17.29958489566703,498.33062450682485,501.47740135840706,0.0,5.2010039679965105,5.0,False,False,False,True,34,wall_drift
36,499.6487601490509,10.978984791421965,498.60496488727824,495.18222462381755,504.62580124141436,0.0,17.29958489566703,498.3306244602225,501.4774014050094,0.0,4.863235212602088,5.0,False,False,False,False,35,wall_drift
37,499.49214599972737,12.76958258639587,498.7824011097681,495.18222462381755,504.62580124141436,0.0,17.29958489566703,498.33062443039705,501.47740143483486,0.0,4.625005855026289,5.0,False,False,False,False,36,wall_drift
