campaign,tool,lot,episode,lots_since_clean,pressure_mtorr,reflected_power_w,flow_sccm,endpoint_s,vibration_mm_s,failure_after_lot
7,ETCH-01,35,0,35,34.960001635085426,27.285626404446322,50.11190328699762,123.87945098569124,1.3002265194114675,False
7,ETCH-01,36,0,36,35.05196110817208,28.915006450634582,50.01908938086729,123.6404211409322,1.3145238822127503,False
7,ETCH-01,37,0,37,34.93876316128107,26.83875089840838,50.08108017843808,123.68800016154978,1.2393830517871227,False
7,ETCH-01,38,0,38,35.06542651192133,29.792367560084074,49.967456594101854,124.46426400302899,1.35039037376721,False
7,ETCH-01,39,0,39,34.88120213540089,30.83645805278229,49.875666093407496,124.07577990327374,1.4110089146053988,False
7,ETCH-01,40,0,40,34.98598321882812,31.1329646145738,49.980091493987345,124.15980379085268,1.4214186632594608,False
7,ETCH-01,41,0,41,35.061546608052886,29.619176170899586,49.76337492866755,123.84983457566946,1.3848985926464097,False
7,ETCH-01,42,0,42,34.984535342607614,31.751785284615732,49.958786803931375,125.62306780817482,1.4040995693861136,False
7,ETCH-01,43,0,43,34.93350211448306,32.024018849661545,50.165205899425914,124.08504864948898,1.4751254502128608,False
7,ETCH-01,44,0,44,34.979231154388415,32.26352243374922,50.14400898489115,124.73694522350851,1.4837682912239203,False
7,ETCH-01,45,0,45,35.061304306710646,35.54664959206242,50.106161660133,125.39399688075846,1.5126820959125469,False
7,ETCH-01,46,0,46,34.9142329828828,35.572406814845785,50.02199949042395,125.76646000080584,1.5157513055592577,False
7,ETCH-01,47,0,47,34.83682005340157,33.69415238799295,49.97753824815136,125.74677787621972,1.6282811603778824,False
7,ETCH-01,48,0,48,35.01351036402508,34.317333152793736,49.875008062060694,125.7207071412582,1.5598918074781671,False
7,ETCH-01,49,0,49,35.00964269044077,37.02261574732113,50.26042094564382,125.49511661646957,1.625877751048796,False
7,ETCH-01,50,0,50,34.99703737957374,35.977007812816694,50.01276523076545,125.78296895658323,1.6744826807046498,False
7,ETCH-01,51,0,51,35.1638090119223,36.3952663882353,49.75076680016179,125.84347513673859,1.6571483825465592,False
7,ETCH-01,52,0,52,35.03231337289475,39.77382114770387,49.98579350791003,126.26359104288358,1.7336873984228134,False
7,ETCH-01,53,0,53,34.897334058882926,40.04896594376855,49.857747642441325,126.35295505842566,1.6507988021076812,False
7,ETCH-01,54,0,54,34.93210833707669,38.33202226566165,49.79660165676227,125.87516894997493,1.6342789291235966,False
7,ETCH-01,55,0,55,35.006501921149344,40.39004293162621,49.87909113316092,125.60508494515155,1.7540982391958493,False
7,ETCH-01,56,0,56,35.006581141306526,39.723205760452856,50.06756965560392,126.51911390204604,1.8355395588825807,False
7,ETCH-01,57,0,57,35.02995089645495,41.402056026864486,49.95047726939565,126.79760793395488,1.8280088436435644,False
7,ETCH-01,58,0,58,34.9577224241324,39.64629427088774,49.916511563965614,126.46651084017242,1.827315970655859,False
7,ETCH-01,59,0,59,34.96191329496956,41.1496467790015,50.07512681470702,126.68033228678947,1.8592449489249798,False
7,ETCH-01,60,0,60,34.95879417715988,43.42616413433332,50.183572757285155,127.24565176837841,1.7656664758973275,False
7,ETCH-01,61,0,61,34.952543076365295,39.382717460837874,50.24628828871123,127.17927379118956,1.874716826808612,False
7,ETCH-01,62,0,62,35.05604971283824,43.261920781677986,49.91650237445001,127.20664107499108,1.9846588716594458,False
7,ETCH-01,63,0,63,34.99952119045834,41.14760120963952,49.96684364890715,126.90947265798778,1.9411071611589032,True
7,ETCH-01,64,1,0,34.95150839158916,6.229898303565931,50.01041035423056,119.51664367379715,0.5324943121248451,False
7,ETCH-01,65,1,1,34.9400284300952,8.141068730564246,50.13602897008392,120.18150703260362,0.43428331275990023,False
7,ETCH-01,66,1,2,35.03261663351243,9.165287519463009,49.74266279316451,119.9597603096635,0.5561326543635271,False
7,ETCH-01,67,1,3,35.058234454374414,7.914531003644827,49.95997214161903,120.90639563856521,0.5510065066249852,False
7,ETCH-01,68,1,4,34.93798133739158,11.084050118269664,50.09051485637347,120.69577164748395,0.6709319524488914,False
7,ETCH-01,69,1,5,34.979052269721954,10.531560926544739,49.77063446521483,121.41408468912994,0.584346377441031,False
7,ETCH-01,70,1,6,35.014839445697994,12.253067580160335,50.01466013787065,120.59942068226079,0.613779340902149,False
7,ETCH-01,71,1,7,34.96291169233906,13.50574167546128,49.883544728932165,121.17028214636551,0.7405539519131105,False
7,ETCH-01,72,1,8,34.95141140893393,12.484777286676703,50.02572103973535,120.3687839445093,0.7239868424388958,False
7,ETCH-01,73,1,9,35.04797029597395,14.138460729990395,50.054147759038514,121.01403838683909,0.7595196866458191,False
7,ETCH-01,74,1,10,34.95377336841191,13.916584792037572,50.0058834228743,120.97382225856481,0.7184928663723773,False
7,ETCH-01,75,1,11,35.01414571686827,15.862431285823902,49.99415079928401,121.0658044397724,0.699165259117094,False
7,ETCH-01,76,1,12,34.93539202981556,16.00745750347469,50.122012107158824,120.69864252059935,0.7909344733538136,False
7,ETCH-01,77,1,13,34.890286933056466,14.624008692478276,49.87318325148368,122.21780262888333,0.826792439198921,False
7,ETCH-01,78,1,14,35.07843890339494,15.362751607608633,49.96658053830724,121.91902896035461,0.8531566591505596,False
7,ETCH-01,79,1,15,35.00498881865951,17.242668876944514,50.09258541431682,121.48679881188419,0.8829140175743166,False
7,ETCH-01,80,1,16,35.05472429867458,18.440298623533614,50.06652746400666,122.28563759176807,0.865275760724949,False
7,ETCH-01,81,1,17,34.9374883704214,20.36779272842469,49.9200780939268,121.27716624012275,0.8828412627975017,False
7,ETCH-01,82,1,18,34.966351745073254,16.589391538522058,49.8821601315934,122.31857799349598,0.9373214654442416,False
7,ETCH-01,83,1,19,35.01534601018787,20.010367073388732,50.021781972143614,122.07874503555645,0.9525758301221152,False
7,ETCH-01,84,1,20,35.05252853620189,20.857207560937738,49.927573285794836,122.11993657233847,0.8932155551683134,False
7,ETCH-01,85,1,21,34.96980584058073,18.44092205119136,50.187574432344235,122.79712574227729,0.9609510187335497,False
7,ETCH-01,86,1,22,35.03998134955215,19.76256309324364,49.971492168928584,122.31338030390971,0.9950090073255685,False
7,ETCH-01,87,1,23,35.028704590607006,22.055227605670613,50.30229227971938,122.77433865661797,1.012492754099536,False
7,ETCH-01,88,1,24,35.009630312003495,19.67222930678124,50.04476158569728,122.7289438817069,1.0195722459378016,False
7,ETCH-01,89,1,25,34.87145536000396,22.833398776298626,49.782180013599934,122.96979419676684,1.0642381778678645,False
7,ETCH-01,90,1,26,34.94190483699871,24.509219142235604,49.81808341880782,123.39256494032671,1.1444053542958772,False
7,ETCH-01,91,1,27,34.950213622023675,24.493984607604652,49.981270119765675,123.34858889821403,1.0823958163912828,False
7,ETCH-01,92,1,28,35.07097454222314,23.1280637787566,50.022084239844766,122.95890722459663,1.179497298914346,False
7,ETCH-01,93,1,29,34.96459519790488,25.528463646104946,50.16283894548751,123.91665577522272,1.1208514960585136,False
7,ETCH-01,94,1,30,34.919127754572045,23.73994411709449,50.114454326015945,123.52032854480191,1.1777939495714236,False
7,ETCH-01,95,1,31,35.121727095196476,24.908251752843565,49.94735332485697,123.78694267504011,1.27741438494187,False
7,ETCH-01,96,1,32,34.91602170647324,24.11868206655415,50.0288894475892,123.73883499965231,1.3860962869855822,False
7,ETCH-01,97,1,33,35.10522490371898,27.08674311363729,49.72616233756385,123.92497990453285,1.3461531588946893,False
7,ETCH-01,98,1,34,34.91407662590599,28.084107209330085,50.057335394820264,124.04204088037696,1.393990980380768,False
7,ETCH-01,99,1,35,34.96854133923504,28.660319883088647,50.02451561793057,124.30789744366271,1.2524590262738495,False
7,ETCH-01,100,1,36,34.87169061529772,29.40046271789992,49.92033548569867,124.04466910979947,1.3530023020241433,False
7,ETCH-01,101,1,37,34.797110976806735,33.465118914587194,50.16401245796819,124.75587516911912,1.1774816266061436,False
7,ETCH-01,102,1,38,35.06968175418422,29.869876610771705,49.754796055844494,125.05206951726318,1.4531122462058497,False
7,ETCH-01,103,1,39,35.003686926702414,30.160684959369398,49.93713936664064,124.35870763321728,1.3504144107631713,False
7,ETCH-01,104,1,40,34.95982242026715,30.215218101173956,50.01596811706557,125.36327032932468,1.4251973011938894,False
7,ETCH-01,105,1,41,34.992056111561055,33.82336481855481,49.646929344357495,124.49015206290105,1.5374530882961266,False
7,ETCH-01,106,1,42,35.11136879895476,30.042631555860527,50.01194674993462,125.08595445068686,1.5286396229446964,False
7,ETCH-01,107,1,43,35.08424005492161,34.485600253511535,50.00179816931313,125.69517432633452,1.5604650990127726,False
7,ETCH-01,108,1,44,35.03955741384142,33.871453334746555,49.832256500188166,125.06613556525262,1.5192783395111487,False
7,ETCH-01,109,1,45,34.93055841920333,33.4231355471553,49.9933512224099,125.11678641092286,1.5555751386710015,False
7,ETCH-01,110,1,46,34.92992148552116,37.023798819226215,50.03495113193942,125.3145728156674,1.5677860151982124,False
7,ETCH-01,111,1,47,35.06475442504842,34.938279206402726,49.83114504372159,125.50428672658434,1.5860936918971513,False
7,ETCH-01,112,1,48,35.095167742714786,34.96434962858898,49.872612033969865,126.22062974060324,1.6057369823931622,False
7,ETCH-01,113,1,49,35.00734964219238,35.62473321994763,50.03732005290999,126.0076048765973,1.700130150785832,False
7,ETCH-01,114,1,50,35.141327117280404,34.76959852616402,50.00054686175196,126.15419228978735,1.719713644812749,False
7,ETCH-01,115,1,51,35.10813539881555,37.53760740574432,49.959067400109916,126.2430367283558,1.628483053124756,False
7,ETCH-01,116,1,52,34.896061151047036,39.414946253025185,50.0914397022122,126.80791268194943,1.8221694889758535,False
7,ETCH-01,117,1,53,35.14906413433094,38.92316266014228,50.08904970266819,126.01196613089405,1.79586778041967,False
7,ETCH-01,118,1,54,35.081644604647366,38.17976459729944,50.11141804440472,126.36593728186634,1.776991958397979,False
7,ETCH-01,119,1,55,34.97147691435187,39.016842015240975,49.86277846362272,126.46801686895837,1.9529247655461304,False
7,ETCH-01,120,1,56,35.01453314991265,41.46840163738102,49.975601497057575,126.31026786201258,1.7461328701499326,False
7,ETCH-01,121,1,57,35.11057835433864,39.73152000287755,49.95411769160178,127.09381534216388,1.72104687151699,True
7,ETCH-01,122,2,0,34.93361265450284,6.454843310346948,50.05759932612976,119.32452916649103,0.45964978464475037,False
7,ETCH-01,123,2,1,34.95691521383567,7.557439026167742,50.23318213247241,119.81280257718406,0.5485406868012436,False
7,ETCH-01,124,2,2,35.06051172822631,8.494211753611332,49.97319897737139,119.87189993503861,0.565622686619933,False
7,ETCH-01,125,2,3,35.026669540613725,6.925666461982578,50.02081339408011,120.11764293928279,0.5052117703517455,False
7,ETCH-01,126,2,4,35.03727588876371,7.332633161498549,49.938204284620554,119.69864994717918,0.5286293799112697,False
7,ETCH-01,127,2,5,35.069826348116514,10.853960011924517,50.05956297239217,120.69630160084694,0.6069669057358673,False
7,ETCH-01,128,2,6,35.0330626980729,10.723923479436264,49.9897693625717,120.72281347357284,0.6310203897858493,False
7,ETCH-01,129,2,7,35.02284213294454,12.391350084949748,50.01699273441376,121.04574682379618,0.6235818099630513,False
7,ETCH-01,130,2,8,35.06366242151246,12.649276255515321,50.062962349743884,120.5948016105423,0.6680927775898219,False
7,ETCH-01,131,2,9,34.984429004437246,12.083868305842813,50.1183217106509,121.60540920677681,0.6817727047045364,False
7,ETCH-01,132,2,10,35.067326050517764,13.931596910026764,50.014271154956916,121.74439920246157,0.6680281607301978,False
7,ETCH-01,133,2,11,35.109899570230745,13.144438379946854,49.968536312137985,121.14627422220951,0.7936967211908064,False
7,ETCH-01,134,2,12,34.96764018458519,14.53654602015387,50.000389393053254,121.52114732181948,0.6800966899698918,False
7,ETCH-01,135,2,13,35.02336261703938,15.808894847844638,49.943908731518874,122.22025105129532,0.7753908874820146,False
7,ETCH-01,136,2,14,35.13664312321257,16.384674768642014,50.04645291909476,122.32221724877039,0.85621848982666,False
7,ETCH-01,137,2,15,34.9660007026339,16.472677095817197,50.30469878034741,121.14574634603323,0.9815251913373227,False
7,ETCH-01,138,2,16,35.03202727113606,18.06876416680719,50.005422547338725,121.61159601866822,0.9561727413737401,False
7,ETCH-01,139,2,17,34.880632213895936,17.395125327946083,49.92444853412576,122.23225947364729,0.7935306109755872,False
7,ETCH-01,140,2,18,35.01912459064671,19.350655321910644,49.88091570646218,122.77950000480578,0.8429130584732503,False
7,ETCH-01,141,2,19,35.05711681412638,19.788716755300733,50.02275443503751,122.61712781561637,0.8980557390493136,False
7,ETCH-01,142,2,20,35.01649620400168,16.624410745373474,50.02956057817504,122.1805324651845,0.9287178749999508,False
7,ETCH-01,143,2,21,35.04785437800923,16.495364217892796,49.83817741895067,122.52362940865153,1.0134788501386442,False
7,ETCH-01,144,2,22,34.96375597607117,21.08697525814376,49.96346954352363,122.60146264038751,1.0831062083855798,False
7,ETCH-01,145,2,23,34.88120684673851,19.1275873096304,50.11099125480322,122.37984915705265,1.0091631296243364,False
7,ETCH-01,146,2,24,35.01663165565537,20.964906067292972,49.87450477927574,122.93603547854835,1.0040253922441253,False
7,ETCH-01,147,2,25,34.973125590003036,22.75170759666021,49.87022298323821,122.97926660835776,1.1171638051984711,False
7,ETCH-01,148,2,26,34.95442020348388,19.352198944743197,50.23165185083333,122.93321097712005,0.9981822340713509,False
7,ETCH-01,149,2,27,34.98319839441204,24.21216921101483,50.04095179540279,123.07082925274999,1.0918321844954209,False
7,ETCH-01,150,2,28,35.03527749084436,19.5732835402375,50.22533945843154,123.15126429029272,1.0445205355330427,False
7,ETCH-01,151,2,29,34.981798176399735,23.283670405945728,49.93139322826447,122.95675326465032,1.1107849004490362,False
7,ETCH-01,152,2,30,34.901591235485725,25.773487705424124,50.00909814509737,122.99299642570725,1.0364417094473994,False
7,ETCH-01,153,2,31,34.97992901037875,27.449141881006728,49.82393490374853,123.25911055390448,1.2324950264224284,False
7,ETCH-01,154,2,32,35.080151747909206,24.950850395192937,50.24809046633301,123.5807514788922,1.1959595042968576,False
7,ETCH-01,155,2,33,34.975518101912016,25.497817248140546,50.16042514603393,123.9271736225862,1.2061108351398964,False
7,ETCH-01,156,2,34,35.02100551361385,25.875377523213302,50.20796407624415,124.65869441119091,1.2471846442523518,False
7,ETCH-01,157,2,35,34.97510229285997,28.60682474520212,49.95689948449174,123.15100446742179,1.2511659807883562,False
7,ETCH-01,158,2,36,35.059268730531585,28.46651627738534,50.17966275758123,124.29241542409314,1.3237596594712888,False
7,ETCH-01,159,2,37,35.06163288518829,26.76635113698663,50.04033523477547,124.69644857675601,1.389206209043619,False
7,ETCH-01,160,2,38,34.93410230514086,27.287161753432873,49.90572683654975,124.7795651334231,1.329637577664459,False
7,ETCH-01,161,2,39,34.96135898901517,30.67404723441977,50.04164827558936,125.228728906091,1.3306331905133417,False
7,ETCH-01,162,2,40,34.977321860352006,31.12604035711856,50.08778421248182,124.3494122962974,1.378439536122824,False
7,ETCH-01,163,2,41,34.922669119248624,31.708944949771688,49.9174676685076,125.1216473128887,1.339136552196386,False
7,ETCH-01,164,2,42,34.98472402229646,32.6463437601559,49.914113794397124,124.97428158122122,1.4007455889013685,False
7,ETCH-01,165,2,43,34.985048161201995,32.60500410794195,50.27635322231622,125.30555398459083,1.4783209138670617,False
7,ETCH-01,166,2,44,34.94704084736768,34.12370135081328,50.07068016156162,125.03800055063971,1.4744497746714091,False
7,ETCH-01,167,2,45,35.05948094431411,34.190514154711025,49.855137677858295,124.79486162126148,1.5550089902859285,False
7,ETCH-01,168,2,46,34.994725274104,30.566701215560748,49.89329382779031,124.79760179831928,1.4788880401758733,False
7,ETCH-01,169,2,47,35.02499223181296,34.2864469416932,49.88950311820601,125.10705255109951,1.6344968050947721,False
7,ETCH-01,170,2,48,35.08128466052592,35.74914430285987,50.05410404834438,125.25547757474138,1.5679681153635319,False
7,ETCH-01,171,2,49,34.960357374892915,36.766861423304825,50.02342135939945,125.38677190646521,1.6183592630000359,False
7,ETCH-01,172,2,50,35.059972683988875,36.73321631341253,49.9678852043506,126.25833779792954,1.5421123458848884,False
7,ETCH-01,173,2,51,34.88893545262816,37.58401336232866,50.067068328349876,126.25349052513116,1.680180661952999,False
7,ETCH-01,174,2,52,34.996118568369454,35.62433841676716,49.858715213611546,126.3178184804332,1.7068848179709986,False
7,ETCH-01,175,2,53,34.96298578281587,35.67444979047786,50.00332702912405,126.39510388039378,1.6461975484621931,False
7,ETCH-01,176,2,54,34.972583867477574,37.5640171545913,49.86527603134012,125.83674851813662,1.6421630535591418,True
7,ETCH-01,177,3,0,34.93446218509744,7.528436214190544,50.10146171944819,120.4985858675354,0.5078961227127875,False
7,ETCH-01,178,3,1,35.0000683978086,8.71419364604743,49.95252518389183,120.13763003625058,0.5338558859060925,False
7,ETCH-01,179,3,2,35.13654895112471,10.43052822054097,50.08549262309985,120.41618482134227,0.5401846465433378,False
7,ETCH-01,180,3,3,34.962739078941915,9.199157360881406,50.05200572847154,120.56101204267286,0.5636198458881719,False
7,ETCH-01,181,3,4,35.054008963363955,10.961636454245298,49.95300701719882,120.08747710351354,0.5884328180176293,False
7,ETCH-01,182,3,5,34.977005526009066,10.810098432743214,50.08603384721967,120.88960429771896,0.564160269505466,False
7,ETCH-01,183,3,6,35.00303971482436,11.946460398515704,49.98766561808568,120.76293505064068,0.5877226774776615,False
7,ETCH-01,184,3,7,35.01521358677708,11.973712456262165,50.01780998072316,120.20132010483644,0.7038770689401347,False
7,ETCH-01,185,3,8,34.86559542624632,11.643411271475298,49.90397301578772,120.86437074718053,0.6953628965046439,False
7,ETCH-01,186,3,9,34.962614508144725,12.503985284719462,50.0018816211214,120.68466290519066,0.678979169674452,False
7,ETCH-01,187,3,10,34.841487887208395,15.749794748064318,50.007749169597396,120.59046791502688,0.7496504372444114,False
7,ETCH-01,188,3,11,34.83832780919738,14.45790055343387,50.13182621750265,121.31871292380193,0.7971771455718916,False
7,ETCH-01,189,3,12,34.96987617382645,14.033599871599998,50.17335585412858,121.04089771587216,0.7507464395008732,False
7,ETCH-01,190,3,13,34.997377927969325,16.551481311439638,50.062570988641895,120.73438788113826,0.8508076213488133,False
7,ETCH-01,191,3,14,34.9806139652254,16.86152016830358,49.952833070111446,121.67789231041802,0.6900711927959288,False
7,ETCH-01,192,3,15,35.018747073684494,15.528674250258726,49.96740941334411,121.59609638319509,0.8872197469328199,False
7,ETCH-01,193,3,16,34.85844381441866,18.36770441854794,50.127977740664406,121.09585235056197,0.8515373971341264,False
7,ETCH-01,194,3,17,34.91654767930105,18.521452814829942,50.072634119350866,121.06353575630621,0.9171855332338691,False
7,ETCH-01,195,3,18,34.87423105067264,17.127493815299964,50.0135709284173,121.94984720720313,0.9465885058532582,False
7,ETCH-01,196,3,19,34.98958760515323,19.94374407523799,49.99043522102654,122.05030143013987,0.8147373269769235,False
7,ETCH-01,197,3,20,34.96231422661133,18.399402668176855,49.98079798390207,122.89372865733155,0.9076625154407699,False
7,ETCH-01,198,3,21,35.07660447647515,19.784570442239975,49.85039605152089,121.86725846247585,0.9262886409207098,False
7,ETCH-01,199,3,22,35.072840066492645,22.636725285675748,50.08795024857685,122.62186127086939,0.9322439394694655,False
7,ETCH-01,200,3,23,34.90613566215892,21.520351539099487,49.85414144710724,121.97530967871114,1.0082303191530886,False
7,ETCH-01,201,3,24,34.94511473589864,21.037073572832927,49.81508422203378,123.25705256194433,1.0702290502721836,False
7,ETCH-01,202,3,25,35.057166375388974,24.82517110543867,49.87311259751181,123.38036599884944,0.9729687311580877,False
7,ETCH-01,203,3,26,35.001487037118956,23.406405394866688,50.07978288009692,122.20104340867731,1.0629931566600404,False
7,ETCH-01,204,3,27,34.98548862859211,21.946537961879198,49.88641877208522,123.33917806342235,1.2281562758899203,False
7,ETCH-01,205,3,28,34.96738660142838,23.485834372460822,50.11037872940877,123.74302050800081,1.0729721931535674,False
7,ETCH-01,206,3,29,35.064289438580445,23.805233938325262,50.05012162278555,123.48896957437321,1.1226267086484956,False
7,ETCH-01,207,3,30,34.957132136971346,25.59542311839246,49.92705013311015,123.72856733416097,1.1381525918593522,False
7,ETCH-01,208,3,31,35.02962748755031,24.864431812443616,50.260125531710784,123.25734904706897,1.3004609828119067,False
7,ETCH-01,209,3,32,35.03783164524317,23.386392512956334,50.0688870581708,123.79653452798834,1.247003380097338,False
7,ETCH-01,210,3,33,34.96647913029631,26.629588742291766,49.86870453593519,123.57819278393356,1.235936088606091,False
7,ETCH-01,211,3,34,34.91278446431376,26.400158112705334,49.9165451351357,123.93764894877809,1.3086881946052642,False
7,ETCH-01,212,3,35,34.97713114698125,28.420690795060192,50.13017228982548,124.3007339739103,1.3366548061976375,True
7,ETCH-01,213,4,0,34.87610571697447,7.628798097346551,50.26203467237604,119.84524282233951,0.5254290673424864,False
7,ETCH-01,214,4,1,35.19197654194935,7.122193505715041,50.015665611171265,119.95524393936678,0.5241537509393551,False
7,ETCH-01,215,4,2,34.89070238185022,8.504536851160434,50.00512000082439,120.5458958525174,0.5334382637061629,False
7,ETCH-01,216,4,3,34.97604828295165,10.689765348225155,49.99112530376469,120.05649696350463,0.584924030330451,False
7,ETCH-01,217,4,4,35.05706952406861,11.860767413919238,50.046716053475464,120.222390008498,0.546449860756034,False
7,ETCH-01,218,4,5,35.04341411750236,9.09244470232764,49.93108245334907,120.77056021004219,0.6668330691946874,False
7,ETCH-01,219,4,6,35.005024767368205,10.698431313865722,50.08356098875903,120.64928143468799,0.6542397518736613,False
7,ETCH-01,220,4,7,35.04624506495625,10.867770288115508,49.856127904135356,120.9706228671912,0.7086245110109346,False
7,ETCH-01,221,4,8,34.94365385307694,12.015282882704934,49.82771629015729,120.33132707483351,0.7526916289332419,False
7,ETCH-01,222,4,9,34.97647809066118,15.888927004994965,50.03433602090147,121.36815409037254,0.5732130915478368,False
7,ETCH-01,223,4,10,35.02460791294701,12.552991601927953,50.009824650512385,121.0183026113436,0.7834196661636381,False
7,ETCH-01,224,4,11,34.96902591139805,13.76306489524318,49.88445858921461,120.69374789586257,0.6795435865852093,False
7,ETCH-01,225,4,12,34.926487459288985,12.657886480016021,50.18839362521719,121.53551733310607,0.8496491194907204,False
7,ETCH-01,226,4,13,35.01100360507087,15.277026986333217,50.16220229565264,121.76364608168383,0.791871985615636,False
7,ETCH-01,227,4,14,35.010970445233276,17.86219361051573,50.090254427567146,121.31859853501552,0.7769388598458529,False
7,ETCH-01,228,4,15,35.03161010236925,15.86714047573256,50.0154108166055,121.74839881516891,0.7998931027163387,False
7,ETCH-01,229,4,16,34.82685450534914,15.594011100286753,49.93090184539438,122.2290364884856,0.827863940679131,False
7,ETCH-01,230,4,17,35.02947825058267,17.004937399604735,49.863718856446326,121.9528190598545,0.9455693100587531,False
7,ETCH-01,231,4,18,34.98506503202614,20.725110520435372,49.93039702348037,122.20760204908677,0.8884612182570889,False
7,ETCH-01,232,4,19,35.04471840043654,21.183029339307804,49.82373891082496,121.8500632306359,0.9561775677656381,False
7,ETCH-01,233,4,20,34.92349541963792,19.021514973326294,50.271928079558734,122.1407447870275,1.0088743540447802,False
7,ETCH-01,234,4,21,35.11621033784171,20.8425252909936,50.04180638348,122.15815659572843,1.0464314940314807,False
7,ETCH-01,235,4,22,34.936695672517196,21.609157806901926,49.87578380519483,122.30021898871901,1.0538623115392256,False
7,ETCH-01,236,4,23,35.09172014411505,21.59187749805369,50.04127344493096,122.66530306033026,0.9897441260388234,False
7,ETCH-01,237,4,24,35.060347558786894,19.508192757744144,50.087780277363294,122.55955581007531,1.0068674930359052,False
7,ETCH-01,238,4,25,35.08250000597292,21.870212762188316,49.9122779609941,122.98621127492683,1.0709845480514104,False
