seed,method,evaluation,loss,best_loss,power_w,pressure_mtorr,flow_sccm,temperature_c,time_s
7,random,19,85.85767094523534,2.3782971991663335,608.3272344279187,21.66298843708225,45.220772204359186,40.0,131.59859763769796
7,random,20,128.14450849630285,2.3782971991663335,948.7211304965028,33.024995937708965,38.178421972387255,40.0,99.59039662046128
7,random,21,7.817861907129443,2.3782971991663335,813.6616205032117,25.45769185202815,42.89505021125525,40.0,122.4495331560606
7,random,22,2.4238960219801498,2.3782971991663335,726.131318178146,30.462787179932352,41.0618999028765,40.0,136.8666186348453
7,random,23,11.367673625545104,2.3782971991663335,751.3080836557531,27.315380519012216,51.43182481107668,40.0,117.1795574362749
7,random,24,4.11397764703617,2.3782971991663335,643.3851506331243,46.9115762600605,38.379850282564675,40.0,150.59750402750626
7,random,25,759.1654183168274,2.3782971991663335,742.6736929875826,36.53418966582735,74.23644063613537,40.0,151.03166183937338
7,random,26,4.252541667029288,2.3782971991663335,805.1481890187047,26.007136125501603,48.09380203493903,40.0,119.90896930588643
7,random,27,36.450699212889965,2.3782971991663335,609.6775127090793,25.618740539940113,72.0751102029552,40.0,141.31823842131297
7,random,28,333.7159977275438,2.3782971991663335,643.853120142937,42.20054343244152,41.684954942761436,40.0,104.632143448622
7,random,29,20.87540003603138,2.3782971991663335,631.791453113597,20.661859372007555,53.75604480722521,40.0,155.56271633199322
7,random,30,140.69477416268865,2.3782971991663335,899.580130221572,36.67272625477679,71.83144442458538,40.0,116.90481606137016
17,bayesian,1,2.8896049604416922,2.8896049604416922,750.0,35.0,50.0,40.0,120.0
17,bayesian,2,147.84402628708713,2.8896049604416922,621.4023214575293,45.84252788723241,64.07325975407876,40.0,148.72059824050714
17,bayesian,3,87.51394126511114,2.8896049604416922,880.5445651794686,49.954131030209865,46.856815887933124,40.0,99.77097901805249
17,bayesian,4,220.9567520026034,2.8896049604416922,666.6505322125142,20.00670895723107,53.25444243974683,40.0,110.74255849632873
17,bayesian,5,71.16643748657124,2.8896049604416922,727.2984074740623,27.171979588864687,43.468830392185794,40.0,116.74641288260736
17,bayesian,6,589.4753057817558,2.8896049604416922,783.4031114589442,42.614126271398405,31.948483726977184,40.0,93.83663543313993
17,bayesian,7,274.8219200080851,2.8896049604416922,913.2089727956695,35.55522737939253,68.69475275475025,40.0,123.57786910476719
17,bayesian,8,184.97147084575371,2.8896049604416922,855.6669784593855,32.413894891287896,37.43033000437684,40.0,153.06254064571021
17,bayesian,9,2.966830655307239,2.8896049604416922,567.3692464196976,31.28946244031501,72.03586212726968,40.0,127.37841442373056
17,bayesian,10,108.00866268416523,2.8896049604416922,809.4156970714484,25.162721085022547,49.66536811424474,40.0,142.64566423428826
17,bayesian,11,6.950905089368709,2.8896049604416922,643.4107993918324,32.6075850109052,59.4974212648511,40.0,120.99226981617754
17,bayesian,12,13.692347998016322,2.8896049604416922,676.4802409479851,33.858756666940295,52.96087318180678,40.0,135.8561255130772
17,bayesian,13,51.02036929303315,2.8896049604416922,589.4950323358302,39.25371475880209,63.8462268965908,40.0,114.20071649898703
17,bayesian,14,10.15870660055614,2.8896049604416922,556.6555165097792,30.805161591869613,59.427215473788884,40.0,130.44081228416186
17,bayesian,15,48.9471453825417,2.8896049604416922,614.356735514573,31.076357916958578,65.85673364646094,40.0,141.576203030219
17,bayesian,16,63.10365028678631,2.8896049604416922,599.5429164218625,33.21635885402104,48.19220302189464,40.0,122.95703869115417
17,bayesian,17,3.16135383614278,2.8896049604416922,732.0170967969543,31.995312904725928,51.241689628051006,40.0,126.84696591173633
17,bayesian,18,3.1113621153816235,2.8896049604416922,716.6365183139796,37.207693598270325,55.96400998820707,40.0,118.00410599040362
17,bayesian,19,219.1059091018715,2.8896049604416922,556.4268572226957,29.544536258062553,69.30869391115444,40.0,104.53646053239723
17,bayesian,20,4.498382578987855,2.8896049604416922,612.7520850091003,36.537686602830036,71.33423177245575,40.0,126.82487203218824
17,bayesian,21,2.4064239403164946,2.4064239403164946,563.8883852439635,35.80049226429731,64.92304445009307,40.0,131.57718855117687
17,bayesian,22,6.4202115170147325,2.4064239403164946,672.5926566658408,35.85117034713198,61.33381776244769,40.0,127.0885779800795
17,bayesian,23,70.39644313479542,2.4064239403164946,551.9313882936902,31.282904028895317,30.531844067221858,40.0,154.62772279866175
17,bayesian,24,76.34857068342555,2.4064239403164946,773.320229472504,48.41559664776784,72.92722151589557,40.0,93.70622836419687
17,bayesian,25,8.489582391209874,2.4064239403164946,587.6991661716509,22.91800112643302,41.584853910991946,40.0,151.16040467345573
17,bayesian,26,4.307879079755509,2.4064239403164946,594.9379821235617,20.9138991389906,51.039543466602765,40.0,155.74697204045415
17,bayesian,27,25.9563252990904,2.4064239403164946,560.6969704022281,27.21337374271922,51.06983687944775,40.0,159.85511283407465
17,bayesian,28,52.71804002497627,2.4064239403164946,924.6248774170249,49.22332713383467,58.12704389562288,40.0,94.67881588055342
17,bayesian,29,4.426016594249519,2.4064239403164946,554.6640306848005,21.23513560712436,59.27398796358095,40.0,153.65856546208238
17,bayesian,30,444.0298600291103,2.4064239403164946,570.7704551863465,22.638063240494027,30.499755668867948,40.0,130.93725830926493
17,random,1,2.8896049604416922,2.8896049604416922,750.0,35.0,50.0,40.0,120.0
17,random,2,147.84402628708713,2.8896049604416922,621.4023214575293,45.84252788723241,64.07325975407876,40.0,148.72059824050714
17,random,3,87.51394126511114,2.8896049604416922,880.5445651794686,49.954131030209865,46.856815887933124,40.0,99.77097901805249
17,random,4,220.9567520026034,2.8896049604416922,666.6505322125142,20.00670895723107,53.25444243974683,40.0,110.74255849632873
17,random,5,71.16643748657124,2.8896049604416922,727.2984074740623,27.171979588864687,43.468830392185794,40.0,116.74641288260736
17,random,6,589.4753057817558,2.8896049604416922,783.4031114589442,42.614126271398405,31.948483726977184,40.0,93.83663543313993
17,random,7,274.8219200080851,2.8896049604416922,913.2089727956695,35.55522737939253,68.69475275475025,40.0,123.57786910476719
17,random,8,184.97147084575371,2.8896049604416922,855.6669784593855,32.413894891287896,37.43033000437684,40.0,153.06254064571021
17,random,9,2.966830655307239,2.8896049604416922,567.3692464196976,31.28946244031501,72.03586212726968,40.0,127.37841442373056
17,random,10,108.00866268416523,2.8896049604416922,809.4156970714484,25.162721085022547,49.66536811424474,40.0,142.64566423428826
17,random,11,5.187462013274117,2.8896049604416922,900.0047040295441,24.736429571202,57.18275131142404,40.0,115.23263897920025
17,random,12,2.1920668944381285,2.1920668944381285,755.3413587281449,29.073381636643255,61.4030381102413,40.0,117.40984768485362
17,random,13,27.308108340557137,2.1920668944381285,622.521301675212,36.727297478691156,68.78599751552666,40.0,112.06897572687268
17,random,14,91.32329596311729,2.1920668944381285,550.9003486358404,46.41780011727765,70.50030474166049,40.0,149.16052612398641
17,random,15,138.12611513030635,2.1920668944381285,815.8706958957002,29.69240320055924,51.34355818770419,40.0,96.97530491098432
17,random,16,503.5389124093418,2.1920668944381285,914.9605671934023,23.893695727826017,61.74843500071693,40.0,142.55755783914657
17,random,17,118.20978237396552,2.1920668944381285,582.3326695274819,32.829905520552515,31.8407553597915,40.0,140.54470383104604
17,random,18,669.902603342543,2.1920668944381285,575.1963120291668,43.22521327360123,48.32536849657218,40.0,91.79259709273627
17,random,19,95.81271627054639,2.1920668944381285,848.2878522717475,21.024009726494885,38.33331523634305,40.0,158.26324438492503
17,random,20,193.2908935858027,2.1920668944381285,881.3649851326181,48.58535879761938,43.14593527516207,40.0,142.04475782679407
17,random,21,64.09289360689165,2.1920668944381285,578.2996394973801,49.34516136742309,33.53701608111425,40.0,146.73616010013262
17,random,22,6.354843990277584,2.1920668944381285,881.2980547787304,40.493552500472745,42.50711342806904,40.0,113.33317470557208
17,random,23,9.515376791427203,2.1920668944381285,812.1659384255859,27.97344586508569,49.91155841142529,40.0,126.83514106927852
17,random,24,174.645457665716,2.1920668944381285,938.3097199991441,21.532739798179342,36.286106695047486,40.0,156.5123895117692
17,random,25,25.06116228857272,2.1920668944381285,607.3020865969108,32.92893388430743,37.43552811368363,40.0,140.46578840274762
17,random,26,3.133914231869818,2.1920668944381285,805.9849379597474,31.54964728027761,46.11102065746069,40.0,119.43089457781535
17,random,27,632.3362912735005,2.1920668944381285,627.4398561378813,28.56988313018523,39.8348581229577,40.0,97.63042816059037
17,random,28,269.25394460105616,2.1920668944381285,902.9190086519482,44.620267255860426,37.69866819839809,40.0,150.7411465152104
17,random,29,240.8249743752649,2.1920668944381285,824.8521741633313,23.097550633829872,54.949089600824976,40.0,147.151385737063
17,random,30,34.616466315558505,2.1920668944381285,658.096544672856,46.743812824781436,55.83167769312617,40.0,114.64194154633708
27,bayesian,1,2.8896049604416922,2.8896049604416922,750.0,35.0,50.0,40.0,120.0
27,bayesian,2,253.43378800313238,2.8896049604416922,592.7515253849747,44.63099806020263,74.95491394217856,40.0,151.60746747969466
27,bayesian,3,342.77136518624803,2.8896049604416922,698.2754522625505,23.169752865109846,64.18453325136926,40.0,158.7272873240235
27,bayesian,4,255.22712106873965,2.8896049604416922,875.5844835062195,20.278789559373912,51.14213411053946,40.0,94.51361327032713
27,bayesian,5,3.4757213551905246,2.8896049604416922,639.8579049533643,34.19497366017384,44.44759918343462,40.0,142.84412073957927
27,bayesian,6,286.39627161070405,2.8896049604416922,564.1173075162851,26.31451845125595,34.36807073947592,40.0,129.58560730207205
27,bayesian,7,111.59013112181071,2.8896049604416922,759.1849104778089,42.19637928969446,38.49911141588066,40.0,111.76885666506345
27,bayesian,8,190.65303091585625,2.8896049604416922,791.1972340638943,31.958547480017526,59.53943962861197,40.0,136.55811284408867
27,bayesian,9,275.51745870346684,2.8896049604416922,914.0022055467226,49.875515343437215,66.65235667381732,40.0,123.43572561508329
27,bayesian,10,2.990325870703035,2.8896049604416922,866.4245929322719,39.606282845794446,55.67643896044676,40.0,107.08350474774468
27,bayesian,11,7.500181386136329,2.8896049604416922,697.2303025498179,39.20680560755109,45.30865787736895,40.0,137.45570427875623
27,bayesian,12,26.435757607553473,2.8896049604416922,802.1526162600692,37.56251758371392,54.04375660585982,40.0,104.62653485471733
27,bayesian,13,2.242771209761989,2.242771209761989,680.4732330587706,35.68899878416882,43.2998841438126,40.0,135.0993089122162
27,bayesian,14,2.851032096717244,2.242771209761989,640.417286347094,39.01348720285214,37.23918910812792,40.0,150.29534831795627
27,bayesian,15,2.599479646979145,2.242771209761989,574.3527017779767,39.35680690119054,42.528574590530894,40.0,150.46004988102038
27,bayesian,16,6.922432438154554,2.242771209761989,857.1166755417912,36.77386417598942,48.230547744851506,40.0,119.90589148032352
27,bayesian,17,27.069907296223562,2.242771209761989,913.9085859810506,39.733072543419325,47.66692834609977,40.0,101.51271144016631
27,bayesian,18,27.284424140030925,2.242771209761989,620.9897620890624,44.64175717055393,40.0830904218095,40.0,159.73757059546
27,bayesian,19,28.71502451915248,2.242771209761989,570.2950568797737,42.29701329627004,46.44466615846885,40.0,132.2819840679214
27,bayesian,20,2.803926739587185,2.242771209761989,611.4847061116078,41.50287599366106,43.15026035793042,40.0,145.48894092445047
27,bayesian,21,82.23614800787931,2.242771209761989,904.6963728922144,41.905235273482845,30.55423365881823,40.0,151.39722601373373
27,bayesian,22,55.42390994778416,2.242771209761989,672.3912270707206,37.65562707272586,43.89365713507703,40.0,151.92113431616428
27,bayesian,23,115.8540910094132,2.242771209761989,576.1026989316986,42.11446195000178,31.968543051786067,40.0,140.6944474090072
27,bayesian,24,12.67236765547319,2.242771209761989,637.295601468487,37.90732301110793,51.32927611649095,40.0,123.96071614465036
27,bayesian,25,5.917006487898277,2.242771209761989,702.8678770522118,38.23995773927249,50.02707608123762,40.0,121.18996232473827
27,bayesian,26,4.405387139853149,2.242771209761989,632.6768208327327,38.3114400206704,40.890898547060246,40.0,139.30920517280947
27,bayesian,27,3.08734643146814,2.242771209761989,875.9940086903025,36.84312556952217,50.53639081676205,40.0,109.81634346975437
27,bayesian,28,629.5511579435152,2.242771209761989,554.6738777767634,47.175040108442495,60.190567382664014,40.0,90.05270668560414
27,bayesian,29,7.511225183246314,2.242771209761989,725.5675585318846,47.380938693473865,31.92675436198746,40.0,155.08158365428534
27,bayesian,30,2.319976272742062,2.242771209761989,650.6240089265922,38.11362028119325,48.16335631644293,40.0,132.61627609997382
27,random,1,2.8896049604416922,2.8896049604416922,750.0,35.0,50.0,40.0,120.0
27,random,2,253.43378800313238,2.8896049604416922,592.7515253849747,44.63099806020263,74.95491394217856,40.0,151.60746747969466
27,random,3,342.77136518624803,2.8896049604416922,698.2754522625505,23.169752865109846,64.18453325136926,40.0,158.7272873240235
27,random,4,255.22712106873965,2.8896049604416922,875.5844835062195,20.278789559373912,51.14213411053946,40.0,94.51361327032713
27,random,5,3.4757213551905246,2.8896049604416922,639.8579049533643,34.19497366017384,44.44759918343462,40.0,142.84412073957927
27,random,6,286.39627161070405,2.8896049604416922,564.1173075162851,26.31451845125595,34.36807073947592,40.0,129.58560730207205
27,random,7,111.59013112181071,2.8896049604416922,759.1849104778089,42.19637928969446,38.49911141588066,40.0,111.76885666506345
27,random,8,190.65303091585625,2.8896049604416922,791.1972340638943,31.958547480017526,59.53943962861197,40.0,136.55811284408867
27,random,9,275.51745870346684,2.8896049604416922,914.0022055467226,49.875515343437215,66.65235667381732,40.0,123.43572561508329
27,random,10,2.990325870703035,2.8896049604416922,866.4245929322719,39.606282845794446,55.67643896044676,40.0,107.08350474774468
27,random,11,2.364464126360564,2.364464126360564,574.9866270933493,26.288983702695482,43.46996160200692,40.0,153.70399025150368
27,random,12,366.7217740646538,2.364464126360564,676.6203610876072,37.56573293165913,73.19057929269522,40.0,146.99690017035238
27,random,13,188.8328155897799,2.364464126360564,657.2017938496608,21.427721161354523,71.28202658813942,40.0,102.54531330484683
27,random,14,51.66312526735185,2.364464126360564,929.5327116220251,32.84328870279585,66.16895385767833,40.0,111.98508163385839
27,random,15,243.65412589560654,2.364464126360564,784.1139490202528,32.62847909831984,46.3832105327954,40.0,151.29866816782925
27,random,16,204.70514191314078,2.364464126360564,585.6957998388757,38.0700244015119,66.61648911763226,40.0,101.29133249369958
27,random,17,17.70046946697337,2.364464126360564,932.554350387029,41.48689580684092,66.33688291781402,40.0,105.91115370469123
27,random,18,237.60290503540475,2.364464126360564,762.9465495097297,36.644478873408055,42.65976402053147,40.0,99.30728982792711
27,random,19,5.305460061986149,2.364464126360564,771.2923500005883,43.282467773235645,67.08531170081699,40.0,105.9201809274239
27,random,20,125.5503611266384,2.364464126360564,827.0319780403744,34.06384847541981,73.71117623844765,40.0,121.46169306909567
27,random,21,3.5750154874102993,2.364464126360564,900.1363370256447,36.29331128230474,55.93807256652503,40.0,104.28321555315742
27,random,22,2.5523763915125124,2.364464126360564,890.4790444297618,31.534523916250862,57.2164347831016,40.0,107.63135381305129
27,random,23,144.99544012171057,2.364464126360564,841.5909758335672,36.4841180117439,58.89319971530408,40.0,128.62298707877704
27,random,24,242.28769028698423,2.364464126360564,569.701193623417,32.09362804188647,42.43724086097152,40.0,117.67009045488211
27,random,25,18.9735063976853,2.364464126360564,783.3534022141636,31.12001040385924,39.377353446732734,40.0,141.71496243059775
27,random,26,1322.0806501399684,2.364464126360564,916.0184926000521,31.622019340834512,70.40754676916816,40.0,148.87857960262875
27,random,27,440.95440644395006,2.364464126360564,551.8459536326359,22.44967214084523,59.06647660415241,40.0,104.16960667842837
27,random,28,77.3026221414808,2.364464126360564,695.8657377204249,47.80802138729061,40.05790100190106,40.0,119.45372767276777
27,random,29,438.3507094834145,2.364464126360564,684.036518857714,40.18673075423797,30.881144411863563,40.0,109.15085400401829
27,random,30,131.1432806574747,2.364464126360564,749.2120140217592,37.65253852564289,42.369178345742874,40.0,151.88170574972506
