campaign,tool,lot,kind,start_s,end_s,duration_s,units,good_units
7,ETCH-01,48,production,39600.0,40425.0,825.0,5,1
7,ETCH-01,49,production,40425.0,41250.0,825.0,5,1
7,ETCH-01,50,production,41250.0,42075.0,825.0,5,1
7,ETCH-01,51,production,42075.0,42900.0,825.0,5,1
7,ETCH-01,52,production,42900.0,43725.0,825.0,5,1
7,ETCH-01,53,production,43725.0,44550.0,825.0,5,1
7,ETCH-01,54,production,44550.0,45375.0,825.0,5,2
7,ETCH-01,55,production,45375.0,46200.0,825.0,5,0
7,ETCH-01,56,production,46200.0,47025.0,825.0,5,0
7,ETCH-01,57,production,47025.0,47850.0,825.0,5,1
7,ETCH-01,58,production,47850.0,48675.0,825.0,5,0
7,ETCH-01,59,production,48675.0,49500.0,825.0,5,0
7,ETCH-01,60,production,49500.0,50325.0,825.0,5,0
7,ETCH-01,61,production,50325.0,51150.0,825.0,5,0
7,ETCH-01,62,production,51150.0,51975.0,825.0,5,0
7,ETCH-01,63,production,51975.0,52800.0,825.0,5,0
7,ETCH-01,63,repair,52800.0,59412.965322866985,6612.965322866982,0,0
7,ETCH-01,64,production,59412.965322866985,60237.965322866985,825.0,5,5
7,ETCH-01,65,production,60237.965322866985,61062.965322866985,825.0,5,5
7,ETCH-01,66,production,61062.965322866985,61887.965322866985,825.0,5,5
7,ETCH-01,67,production,61887.965322866985,62712.965322866985,825.0,5,5
7,ETCH-01,68,production,62712.965322866985,63537.965322866985,825.0,5,5
7,ETCH-01,69,production,63537.965322866985,64362.965322866985,825.0,5,5
7,ETCH-01,70,production,64362.965322866985,65187.965322866985,825.0,5,5
7,ETCH-01,71,production,65187.965322866985,66012.96532286698,824.9999999999927,5,5
7,ETCH-01,72,production,66012.96532286698,66837.96532286698,825.0,5,5
7,ETCH-01,73,production,66837.96532286698,67662.96532286698,825.0,5,5
7,ETCH-01,74,production,67662.96532286698,68487.96532286698,825.0,5,5
7,ETCH-01,75,production,68487.96532286698,69312.96532286698,825.0,5,5
7,ETCH-01,76,production,69312.96532286698,70137.96532286698,825.0,5,5
7,ETCH-01,77,production,70137.96532286698,70962.96532286698,825.0,5,5
7,ETCH-01,78,production,70962.96532286698,71787.96532286698,825.0,5,5
7,ETCH-01,79,production,71787.96532286698,72612.96532286698,825.0,5,5
7,ETCH-01,80,production,72612.96532286698,73437.96532286698,825.0,5,5
7,ETCH-01,81,production,73437.96532286698,74262.96532286698,825.0,5,5
7,ETCH-01,82,production,74262.96532286698,75087.96532286698,825.0,5,5
7,ETCH-01,83,production,75087.96532286698,75912.96532286698,825.0,5,5
7,ETCH-01,84,production,75912.96532286698,76737.96532286698,825.0,5,5
7,ETCH-01,85,production,76737.96532286698,77562.96532286698,825.0,5,5
7,ETCH-01,86,production,77562.96532286698,78387.96532286698,825.0,5,5
7,ETCH-01,87,production,78387.96532286698,79212.96532286698,825.0,5,5
7,ETCH-01,88,production,79212.96532286698,80037.96532286698,825.0,5,5
7,ETCH-01,89,production,80037.96532286698,80862.96532286698,825.0,5,5
7,ETCH-01,90,production,80862.96532286698,81687.96532286698,825.0,5,5
7,ETCH-01,91,production,81687.96532286698,82512.96532286698,825.0,5,4
7,ETCH-01,92,production,82512.96532286698,83337.96532286698,825.0,5,5
7,ETCH-01,93,production,83337.96532286698,84162.96532286698,825.0,5,5
7,ETCH-01,94,production,84162.96532286698,84987.96532286698,825.0,5,4
7,ETCH-01,95,production,84987.96532286698,85812.96532286698,825.0,5,5
7,ETCH-01,96,production,85812.96532286698,86637.96532286698,825.0,5,5
7,ETCH-01,97,production,86637.96532286698,87462.96532286698,825.0,5,5
7,ETCH-01,98,production,87462.96532286698,88287.96532286698,825.0,5,4
7,ETCH-01,99,production,88287.96532286698,89112.96532286698,825.0,5,4
7,ETCH-01,100,production,89112.96532286698,89937.96532286698,825.0,5,3
7,ETCH-01,101,production,89937.96532286698,90762.96532286698,825.0,5,4
7,ETCH-01,102,production,90762.96532286698,91587.96532286698,825.0,5,4
7,ETCH-01,103,production,91587.96532286698,92412.96532286698,825.0,5,1
7,ETCH-01,104,production,92412.96532286698,93237.96532286698,825.0,5,4
7,ETCH-01,105,production,93237.96532286698,94062.96532286698,825.0,5,3
7,ETCH-01,106,production,94062.96532286698,94887.96532286698,825.0,5,4
7,ETCH-01,107,production,94887.96532286698,95712.96532286698,825.0,5,3
7,ETCH-01,108,production,95712.96532286698,96537.96532286698,825.0,5,2
7,ETCH-01,109,production,96537.96532286698,97362.96532286698,825.0,5,2
7,ETCH-01,110,production,97362.96532286698,98187.96532286698,825.0,5,2
7,ETCH-01,111,production,98187.96532286698,99012.96532286698,825.0,5,1
7,ETCH-01,112,production,99012.96532286698,99837.96532286698,825.0,5,1
7,ETCH-01,113,production,99837.96532286698,100662.96532286698,825.0,5,1
7,ETCH-01,114,production,100662.96532286698,101487.96532286698,825.0,5,2
7,ETCH-01,115,production,101487.96532286698,102312.96532286698,825.0,5,0
7,ETCH-01,116,production,102312.96532286698,103137.96532286698,825.0,5,1
7,ETCH-01,117,production,103137.96532286698,103962.96532286698,825.0,5,0
7,ETCH-01,118,production,103962.96532286698,104787.96532286698,825.0,5,0
7,ETCH-01,119,production,104787.96532286698,105612.96532286698,825.0,5,1
7,ETCH-01,120,production,105612.96532286698,106437.96532286698,825.0,5,0
7,ETCH-01,121,production,106437.96532286698,107262.96532286698,825.0,5,0
7,ETCH-01,121,repair,107262.96532286698,116302.52449203402,9039.559169167047,0,0
7,ETCH-01,122,production,116302.52449203402,117127.52449203402,825.0,5,5
7,ETCH-01,123,production,117127.52449203402,117952.52449203402,825.0,5,5
7,ETCH-01,124,production,117952.52449203402,118777.52449203402,825.0,5,5
7,ETCH-01,125,production,118777.52449203402,119602.52449203402,825.0,5,5
7,ETCH-01,126,production,119602.52449203402,120427.52449203402,825.0,5,5
7,ETCH-01,127,production,120427.52449203402,121252.52449203402,825.0,5,5
7,ETCH-01,128,production,121252.52449203402,122077.52449203402,825.0,5,5
7,ETCH-01,129,production,122077.52449203402,122902.52449203402,825.0,5,4
7,ETCH-01,130,production,122902.52449203402,123727.52449203402,825.0,5,5
7,ETCH-01,131,production,123727.52449203402,124552.52449203402,825.0,5,5
7,ETCH-01,132,production,124552.52449203402,125377.52449203402,825.0,5,5
7,ETCH-01,133,production,125377.52449203402,126202.52449203402,825.0,5,5
7,ETCH-01,134,production,126202.52449203402,127027.52449203402,825.0,5,5
7,ETCH-01,135,production,127027.52449203402,127852.52449203402,825.0,5,5
7,ETCH-01,136,production,127852.52449203402,128677.52449203402,825.0,5,5
7,ETCH-01,137,production,128677.52449203402,129502.52449203402,825.0,5,5
7,ETCH-01,138,production,129502.52449203402,130327.52449203402,825.0,5,5
7,ETCH-01,139,production,130327.52449203402,131152.52449203402,825.0,5,5
7,ETCH-01,140,production,131152.52449203402,131977.52449203402,825.0,5,5
7,ETCH-01,141,production,131977.52449203402,132802.52449203402,825.0,5,5
7,ETCH-01,142,production,132802.52449203402,133627.52449203402,825.0,5,5
7,ETCH-01,143,production,133627.52449203402,134452.52449203402,825.0,5,5
7,ETCH-01,144,production,134452.52449203402,135277.52449203402,825.0,5,5
7,ETCH-01,145,production,135277.52449203402,136102.52449203402,825.0,5,5
7,ETCH-01,146,production,136102.52449203402,136927.52449203402,825.0,5,5
7,ETCH-01,147,production,136927.52449203402,137752.52449203402,825.0,5,5
7,ETCH-01,148,production,137752.52449203402,138577.52449203402,825.0,5,5
7,ETCH-01,149,production,138577.52449203402,139402.52449203402,825.0,5,5
7,ETCH-01,150,production,139402.52449203402,140227.52449203402,825.0,5,5
7,ETCH-01,151,production,140227.52449203402,141052.52449203402,825.0,5,5
7,ETCH-01,152,production,141052.52449203402,141877.52449203402,825.0,5,5
7,ETCH-01,153,production,141877.52449203402,142702.52449203402,825.0,5,5
7,ETCH-01,154,production,142702.52449203402,143527.52449203402,825.0,5,5
7,ETCH-01,155,production,143527.52449203402,144352.52449203402,825.0,5,5
7,ETCH-01,156,production,144352.52449203402,145177.52449203402,825.0,5,5
7,ETCH-01,157,production,145177.52449203402,146002.52449203402,825.0,5,5
7,ETCH-01,158,production,146002.52449203402,146827.52449203402,825.0,5,3
7,ETCH-01,159,production,146827.52449203402,147652.52449203402,825.0,5,4
7,ETCH-01,160,production,147652.52449203402,148477.52449203402,825.0,5,2
7,ETCH-01,161,production,148477.52449203402,149302.52449203402,825.0,5,4
7,ETCH-01,162,production,149302.52449203402,150127.52449203402,825.0,5,5
7,ETCH-01,163,production,150127.52449203402,150952.52449203402,825.0,5,0
7,ETCH-01,164,production,150952.52449203402,151777.52449203402,825.0,5,3
7,ETCH-01,165,production,151777.52449203402,152602.52449203402,825.0,5,4
7,ETCH-01,166,production,152602.52449203402,153427.52449203402,825.0,5,2
7,ETCH-01,167,production,153427.52449203402,154252.52449203402,825.0,5,2
7,ETCH-01,168,production,154252.52449203402,155077.52449203402,825.0,5,2
7,ETCH-01,169,production,155077.52449203402,155902.52449203402,825.0,5,0
7,ETCH-01,170,production,155902.52449203402,156727.52449203402,825.0,5,0
7,ETCH-01,171,production,156727.52449203402,157552.52449203402,825.0,5,0
7,ETCH-01,172,production,157552.52449203402,158377.52449203402,825.0,5,1
7,ETCH-01,173,production,158377.52449203402,159202.52449203402,825.0,5,0
7,ETCH-01,174,production,159202.52449203402,160027.52449203402,825.0,5,2
7,ETCH-01,175,production,160027.52449203402,160852.52449203402,825.0,5,1
7,ETCH-01,176,production,160852.52449203402,161677.52449203402,825.0,5,1
7,ETCH-01,176,repair,161677.52449203402,166773.85925515826,5096.334763124237,0,0
7,ETCH-01,177,production,166773.85925515826,167598.85925515826,825.0,5,5
7,ETCH-01,178,production,167598.85925515826,168423.85925515826,825.0,5,5
7,ETCH-01,179,production,168423.85925515826,169248.85925515826,825.0,5,5
7,ETCH-01,180,production,169248.85925515826,170073.85925515826,825.0,5,5
7,ETCH-01,181,production,170073.85925515826,170898.85925515826,825.0,5,5
7,ETCH-01,182,production,170898.85925515826,171723.85925515826,825.0,5,5
7,ETCH-01,183,production,171723.85925515826,172548.85925515826,825.0,5,5
7,ETCH-01,184,production,172548.85925515826,173373.85925515826,825.0,5,5
7,ETCH-01,185,production,173373.85925515826,174198.85925515826,825.0,5,5
7,ETCH-01,186,production,174198.85925515826,175023.85925515826,825.0,5,5
7,ETCH-01,187,production,175023.85925515826,175848.85925515826,825.0,5,5
7,ETCH-01,188,production,175848.85925515826,176673.85925515826,825.0,5,5
7,ETCH-01,189,production,176673.85925515826,177498.85925515826,825.0,5,5
7,ETCH-01,190,production,177498.85925515826,178323.85925515826,825.0,5,5
7,ETCH-01,191,production,178323.85925515826,179148.85925515826,825.0,5,5
7,ETCH-01,192,production,179148.85925515826,179973.85925515826,825.0,5,5
7,ETCH-01,193,production,179973.85925515826,180798.85925515826,825.0,5,5
7,ETCH-01,194,production,180798.85925515826,181623.85925515826,825.0,5,5
7,ETCH-01,195,production,181623.85925515826,182448.85925515826,825.0,5,5
7,ETCH-01,196,production,182448.85925515826,183273.85925515826,825.0,5,5
7,ETCH-01,197,production,183273.85925515826,184098.85925515826,825.0,5,5
7,ETCH-01,198,production,184098.85925515826,184923.85925515826,825.0,5,5
7,ETCH-01,199,production,184923.85925515826,185748.85925515826,825.0,5,5
7,ETCH-01,200,production,185748.85925515826,186573.85925515826,825.0,5,5
7,ETCH-01,201,production,186573.85925515826,187398.85925515826,825.0,5,5
7,ETCH-01,202,production,187398.85925515826,188223.85925515826,825.0,5,5
7,ETCH-01,203,production,188223.85925515826,189048.85925515826,825.0,5,5
7,ETCH-01,204,production,189048.85925515826,189873.85925515826,825.0,5,5
7,ETCH-01,205,production,189873.85925515826,190698.85925515826,825.0,5,5
7,ETCH-01,206,production,190698.85925515826,191523.85925515826,825.0,5,5
7,ETCH-01,207,production,191523.85925515826,192348.85925515826,825.0,5,4
7,ETCH-01,208,production,192348.85925515826,193173.85925515826,825.0,5,4
7,ETCH-01,209,production,193173.85925515826,193998.85925515826,825.0,5,5
7,ETCH-01,210,production,193998.85925515826,194823.85925515826,825.0,5,4
7,ETCH-01,211,production,194823.85925515826,195648.85925515826,825.0,5,3
7,ETCH-01,212,production,195648.85925515826,196473.85925515826,825.0,5,5
7,ETCH-01,212,repair,196473.85925515826,203595.69796228394,7121.838707125699,0,0
7,ETCH-01,213,production,203595.69796228394,204420.69796228394,825.0,5,5
7,ETCH-01,214,production,204420.69796228394,205245.69796228394,825.0,5,5
7,ETCH-01,215,production,205245.69796228394,206070.69796228394,825.0,5,5
7,ETCH-01,216,production,206070.69796228394,206895.69796228394,825.0,5,5
7,ETCH-01,217,production,206895.69796228394,207720.69796228394,825.0,5,5
7,ETCH-01,218,production,207720.69796228394,208545.69796228394,825.0,5,5
7,ETCH-01,219,production,208545.69796228394,209370.69796228394,825.0,5,5
7,ETCH-01,220,production,209370.69796228394,210195.69796228394,825.0,5,5
7,ETCH-01,221,production,210195.69796228394,211020.69796228394,825.0,5,5
7,ETCH-01,222,production,211020.69796228394,211845.69796228394,825.0,5,5
7,ETCH-01,223,production,211845.69796228394,212670.69796228394,825.0,5,5
7,ETCH-01,224,production,212670.69796228394,213495.69796228394,825.0,5,5
7,ETCH-01,225,production,213495.69796228394,214320.69796228394,825.0,5,5
7,ETCH-01,226,production,214320.69796228394,215145.69796228394,825.0,5,5
7,ETCH-01,227,production,215145.69796228394,215970.69796228394,825.0,5,4
7,ETCH-01,228,production,215970.69796228394,216795.69796228394,825.0,5,5
7,ETCH-01,229,production,216795.69796228394,217620.69796228394,825.0,5,5
7,ETCH-01,230,production,217620.69796228394,218445.69796228394,825.0,5,4
7,ETCH-01,231,production,218445.69796228394,219270.69796228394,825.0,5,5
7,ETCH-01,232,production,219270.69796228394,220095.69796228394,825.0,5,5
7,ETCH-01,233,production,220095.69796228394,220920.69796228394,825.0,5,5
7,ETCH-01,234,production,220920.69796228394,221745.69796228394,825.0,5,5
7,ETCH-01,235,production,221745.69796228394,222570.69796228394,825.0,5,5
7,ETCH-01,236,production,222570.69796228394,223395.69796228394,825.0,5,5
7,ETCH-01,237,production,223395.69796228394,224220.69796228394,825.0,5,5
7,ETCH-01,238,production,224220.69796228394,225045.69796228394,825.0,5,5
7,ETCH-01,239,production,225045.69796228394,225870.69796228394,825.0,5,4
7,ETCH-02,0,production,0.0,825.0,825.0,5,5
7,ETCH-02,1,production,825.0,1650.0,825.0,5,5
7,ETCH-02,2,production,1650.0,2475.0,825.0,5,4
7,ETCH-02,3,production,2475.0,3300.0,825.0,5,5
7,ETCH-02,4,production,3300.0,4125.0,825.0,5,5
7,ETCH-02,5,production,4125.0,4950.0,825.0,5,5
7,ETCH-02,6,production,4950.0,5775.0,825.0,5,5
7,ETCH-02,7,production,5775.0,6600.0,825.0,5,4
7,ETCH-02,8,production,6600.0,7425.0,825.0,5,5
7,ETCH-02,9,production,7425.0,8250.0,825.0,5,5
7,ETCH-02,10,production,8250.0,9075.0,825.0,5,5
7,ETCH-02,11,production,9075.0,9900.0,825.0,5,5
7,ETCH-02,12,production,9900.0,10725.0,825.0,5,5
7,ETCH-02,13,production,10725.0,11550.0,825.0,5,5
7,ETCH-02,14,production,11550.0,12375.0,825.0,5,3
7,ETCH-02,15,production,12375.0,13200.0,825.0,5,2
7,ETCH-02,16,production,13200.0,14025.0,825.0,5,2
7,ETCH-02,17,production,14025.0,14850.0,825.0,5,2
7,ETCH-02,18,production,14850.0,15675.0,825.0,5,1
7,ETCH-02,19,production,15675.0,16500.0,825.0,5,2
7,ETCH-02,20,production,16500.0,17325.0,825.0,5,0
7,ETCH-02,21,production,17325.0,18150.0,825.0,5,2
7,ETCH-02,22,production,18150.0,18975.0,825.0,5,1
7,ETCH-02,23,production,18975.0,19800.0,825.0,5,2
7,ETCH-02,24,production,19800.0,20625.0,825.0,5,1
7,ETCH-02,25,production,20625.0,21450.0,825.0,5,1
7,ETCH-02,26,production,21450.0,22275.0,825.0,5,0
7,ETCH-02,27,production,22275.0,23100.0,825.0,5,0
7,ETCH-02,28,production,23100.0,23925.0,825.0,5,0
7,ETCH-02,29,production,23925.0,24750.0,825.0,5,0
7,ETCH-02,30,production,24750.0,25575.0,825.0,5,0
7,ETCH-02,31,production,25575.0,26400.0,825.0,5,1
7,ETCH-02,32,production,26400.0,27225.0,825.0,5,0
7,ETCH-02,33,production,27225.0,28050.0,825.0,5,0
7,ETCH-02,34,production,28050.0,28875.0,825.0,5,0
7,ETCH-02,35,production,28875.0,29700.0,825.0,5,0
7,ETCH-02,36,production,29700.0,30525.0,825.0,5,0
7,ETCH-02,37,production,30525.0,31350.0,825.0,5,0
7,ETCH-02,38,production,31350.0,32175.0,825.0,5,0
7,ETCH-02,39,production,32175.0,33000.0,825.0,5,0
7,ETCH-02,40,production,33000.0,33825.0,825.0,5,0
7,ETCH-02,41,production,33825.0,34650.0,825.0,5,0
7,ETCH-02,42,production,34650.0,35475.0,825.0,5,0
7,ETCH-02,43,production,35475.0,36300.0,825.0,5,0
7,ETCH-02,44,production,36300.0,37125.0,825.0,5,0
7,ETCH-02,45,production,37125.0,37950.0,825.0,5,0
7,ETCH-02,45,repair,37950.0,46090.174363140366,8140.174363140366,0,0
7,ETCH-02,46,production,46090.174363140366,46915.174363140366,825.0,5,5
7,ETCH-02,47,production,46915.174363140366,47740.174363140366,825.0,5,5
7,ETCH-02,48,production,47740.174363140366,48565.174363140366,825.0,5,5
7,ETCH-02,49,production,48565.174363140366,49390.174363140366,825.0,5,5
7,ETCH-02,50,production,49390.174363140366,50215.174363140366,825.0,5,5
7,ETCH-02,51,production,50215.174363140366,51040.174363140366,825.0,5,5
7,ETCH-02,52,production,51040.174363140366,51865.174363140366,825.0,5,5
7,ETCH-02,53,production,51865.174363140366,52690.174363140366,825.0,5,5
7,ETCH-02,54,production,52690.174363140366,53515.174363140366,825.0,5,5
7,ETCH-02,55,production,53515.174363140366,54340.174363140366,825.0,5,3
7,ETCH-02,56,production,54340.174363140366,55165.174363140366,825.0,5,5
7,ETCH-02,57,production,55165.174363140366,55990.174363140366,825.0,5,4
7,ETCH-02,58,production,55990.174363140366,56815.174363140366,825.0,5,4
7,ETCH-02,59,production,56815.174363140366,57640.174363140366,825.0,5,5
7,ETCH-02,60,production,57640.174363140366,58465.174363140366,825.0,5,2
7,ETCH-02,61,production,58465.174363140366,59290.174363140366,825.0,5,2
7,ETCH-02,62,production,59290.174363140366,60115.174363140366,825.0,5,1
7,ETCH-02,63,production,60115.174363140366,60940.174363140366,825.0,5,3
7,ETCH-02,64,production,60940.174363140366,61765.174363140366,825.0,5,1
7,ETCH-02,65,production,61765.174363140366,62590.174363140366,825.0,5,0
7,ETCH-02,66,production,62590.174363140366,63415.174363140366,825.0,5,2
7,ETCH-02,67,production,63415.174363140366,64240.174363140366,825.0,5,0
7,ETCH-02,68,production,64240.174363140366,65065.174363140366,825.0,5,0
7,ETCH-02,69,production,65065.174363140366,65890.17436314037,825.0,5,1
7,ETCH-02,70,production,65890.17436314037,66715.17436314037,825.0,5,0
7,ETCH-02,71,production,66715.17436314037,67540.17436314037,825.0,5,0
7,ETCH-02,72,production,67540.17436314037,68365.17436314037,825.0,5,0
7,ETCH-02,73,production,68365.17436314037,69190.17436314037,825.0,5,1
7,ETCH-02,74,production,69190.17436314037,70015.17436314037,825.0,5,0
7,ETCH-02,75,production,70015.17436314037,70840.17436314037,825.0,5,0
7,ETCH-02,76,production,70840.17436314037,71665.17436314037,825.0,5,0
7,ETCH-02,77,production,71665.17436314037,72490.17436314037,825.0,5,0
7,ETCH-02,78,production,72490.17436314037,73315.17436314037,825.0,5,0
7,ETCH-02,79,production,73315.17436314037,74140.17436314037,825.0,5,0
7,ETCH-02,80,production,74140.17436314037,74965.17436314037,825.0,5,0
7,ETCH-02,81,production,74965.17436314037,75790.17436314037,825.0,5,0
7,ETCH-02,82,production,75790.17436314037,76615.17436314037,825.0,5,0
7,ETCH-02,83,production,76615.17436314037,77440.17436314037,825.0,5,0
7,ETCH-02,84,production,77440.17436314037,78265.17436314037,825.0,5,0
7,ETCH-02,85,production,78265.17436314037,79090.17436314037,825.0,5,0
7,ETCH-02,86,production,79090.17436314037,79915.17436314037,825.0,5,0
7,ETCH-02,87,production,79915.17436314037,80740.17436314037,825.0,5,0
7,ETCH-02,88,production,80740.17436314037,81565.17436314037,825.0,5,0
7,ETCH-02,89,production,81565.17436314037,82390.17436314037,825.0,5,0
7,ETCH-02,90,production,82390.17436314037,83215.17436314037,825.0,5,0
7,ETCH-02,91,production,83215.17436314037,84040.17436314037,825.0,5,0
7,ETCH-02,92,production,84040.17436314037,84865.17436314037,825.0,5,0
7,ETCH-02,93,production,84865.17436314037,85690.17436314037,825.0,5,0
7,ETCH-02,94,production,85690.17436314037,86515.17436314037,825.0,5,0
7,ETCH-02,95,production,86515.17436314037,87340.17436314037,825.0,5,0
7,ETCH-02,96,production,87340.17436314037,88165.17436314037,825.0,5,0
7,ETCH-02,96,repair,88165.17436314037,92376.01303359891,4210.838670458541,0,0
7,ETCH-02,97,production,92376.01303359891,93201.01303359891,825.0,5,5
7,ETCH-02,98,production,93201.01303359891,94026.01303359891,825.0,5,5
7,ETCH-02,99,production,94026.01303359891,94851.01303359891,825.0,5,5
7,ETCH-02,100,production,94851.01303359891,95676.01303359891,825.0,5,5
7,ETCH-02,101,production,95676.01303359891,96501.01303359891,825.0,5,3
7,ETCH-02,102,production,96501.01303359891,97326.01303359891,825.0,5,5
7,ETCH-02,103,production,97326.01303359891,98151.01303359891,825.0,5,4
7,ETCH-02,104,production,98151.01303359891,98976.01303359891,825.0,5,4
7,ETCH-02,105,production,98976.01303359891,99801.01303359891,825.0,5,5
7,ETCH-02,106,production,99801.01303359891,100626.01303359891,825.0,5,5
7,ETCH-02,107,production,100626.01303359891,101451.01303359891,825.0,5,3
7,ETCH-02,108,production,101451.01303359891,102276.01303359891,825.0,5,3
7,ETCH-02,109,production,102276.01303359891,103101.01303359891,825.0,5,2
7,ETCH-02,110,production,103101.01303359891,103926.01303359891,825.0,5,4
7,ETCH-02,111,production,103926.01303359891,104751.01303359891,825.0,5,3
7,ETCH-02,112,production,104751.01303359891,105576.01303359891,825.0,5,4
7,ETCH-02,113,production,105576.01303359891,106401.01303359891,825.0,5,3
7,ETCH-02,114,production,106401.01303359891,107226.01303359891,825.0,5,4
7,ETCH-02,115,production,107226.01303359891,108051.01303359891,825.0,5,2
7,ETCH-02,116,production,108051.01303359891,108876.01303359891,825.0,5,2
7,ETCH-02,117,production,108876.01303359891,109701.01303359891,825.0,5,3
7,ETCH-02,118,production,109701.01303359891,110526.01303359891,825.0,5,1
7,ETCH-02,119,production,110526.01303359891,111351.01303359891,825.0,5,1
7,ETCH-02,120,production,111351.01303359891,112176.01303359891,825.0,5,2
7,ETCH-02,121,production,112176.01303359891,113001.01303359891,825.0,5,1
7,ETCH-02,122,production,113001.01303359891,113826.01303359891,825.0,5,0
7,ETCH-02,123,production,113826.01303359891,114651.01303359891,825.0,5,0
7,ETCH-02,124,production,114651.01303359891,115476.01303359891,825.0,5,0
7,ETCH-02,125,production,115476.01303359891,116301.01303359891,825.0,5,1
7,ETCH-02,126,production,116301.01303359891,117126.01303359891,825.0,5,0
7,ETCH-02,127,production,117126.01303359891,117951.01303359891,825.0,5,0
7,ETCH-02,128,production,117951.01303359891,118776.01303359891,825.0,5,0
7,ETCH-02,129,production,118776.01303359891,119601.01303359891,825.0,5,0
7,ETCH-02,130,production,119601.01303359891,120426.01303359891,825.0,5,0
7,ETCH-02,131,production,120426.01303359891,121251.01303359891,825.0,5,0
7,ETCH-02,132,production,121251.01303359891,122076.01303359891,825.0,5,0
7,ETCH-02,133,production,122076.01303359891,122901.01303359891,825.0,5,0
7,ETCH-02,134,production,122901.01303359891,123726.01303359891,825.0,5,0
7,ETCH-02,135,production,123726.01303359891,124551.01303359891,825.0,5,0
7,ETCH-02,136,production,124551.01303359891,125376.01303359891,825.0,5,0
7,ETCH-02,137,production,125376.01303359891,126201.01303359891,825.0,5,0
7,ETCH-02,138,production,126201.01303359891,127026.01303359891,825.0,5,0
7,ETCH-02,139,production,127026.01303359891,127851.01303359891,825.0,5,0
7,ETCH-02,140,production,127851.01303359891,128676.01303359891,825.0,5,0
7,ETCH-02,141,production,128676.01303359891,129501.01303359891,825.0,5,0
7,ETCH-02,142,production,129501.01303359891,130326.01303359891,825.0,5,0
7,ETCH-02,143,production,130326.01303359891,131151.0130335989,824.9999999999854,5,0
7,ETCH-02,144,production,131151.0130335989,131976.0130335989,825.0,5,0
7,ETCH-02,145,production,131976.0130335989,132801.0130335989,825.0,5,0
7,ETCH-02,145,repair,132801.0130335989,139995.25731376285,7194.244280163966,0,0
